#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   1  12   3.1e-18   1.9e-14   51.0   3.3     1    63     1    68     1    72 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   2  12   1.2e-37   7.5e-34  115.2   0.1    58   151   109   202    98   211 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   3  12   7.3e-57   4.6e-53  178.8  13.2   137   249   233   346   213   356 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   4  12   4.2e-32   2.7e-28   96.8   0.3   249   334   412   518   405   521 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   5  12   3.3e-50   2.1e-46  156.8   3.4   341   460   596   719   576   739 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   6  12   2.1e-27   1.3e-23   81.3   7.7   453   536   778   860   747   865 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   7  12   8.3e-10   5.2e-06   23.0   0.1   533   576   955  1006   950  1017 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   8  12   2.8e-74   1.7e-70  236.5  16.4   567   724  1235  1396  1225  1405 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5   9  12   4.7e-39     3e-35  119.9   0.2   727   825  1482  1582  1476  1590 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5  10  12   0.00022       1.4    5.1   0.0   829   853  1692  1716  1681  1720 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5  11  12   2.9e-42   1.8e-38  130.5  10.5   852   950  1752  1851  1750  1862 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71920.1           -           1962 2274at5820           -           1023         0 1253.8 124.5  12  12   1.2e-34   7.4e-31  105.3   3.9   952  1023  1879  1961  1863  1961 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2274at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2274at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2274at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:18 2026
# [ok]
