#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73261.1           -           1453 1309at5820           -           1140         0 2012.6 135.1   1   4     1e-57   1.6e-54  183.5   2.6     1    90    54   143    54   145 0.98 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1309at5820           -           1140         0 2012.6 135.1   2   4  2.2e-288  3.5e-285  947.4  50.5    91   639   177   758   175   764 0.94 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1309at5820           -           1140         0 2012.6 135.1   3   4  4.2e-121  6.6e-118  393.4  46.6   642   902   809  1085   789  1089 0.94 chromosome condensation protein, putative [Plasmodium vivax]
SCO73261.1           -           1453 1309at5820           -           1140         0 2012.6 135.1   4   4  3.7e-155  5.7e-152  506.2  11.7   901  1140  1185  1422  1167  1422 0.94 chromosome condensation protein, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   1   6   3.5e-22   5.4e-19   65.9  28.4     5   264   230   500   227   502 0.77 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   2   6         4   6.3e+03  -15.0  37.8   711   995   426   715   418   716 0.65 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   3   6         4   6.3e+03  -15.5  34.1   654   936   506   797   501   804 0.71 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   4   6         4   6.3e+03   -9.7  21.4   374   548   676   864   636   874 0.64 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   5   6         4   6.3e+03  -13.3  45.7   582   889   936  1249   925  1267 0.75 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO72792.1           -           1611 1309at5820           -           1140   9.7e-38  128.0  47.5   6   6   8.2e-26   1.3e-22   77.9  11.0   922  1129  1376  1593  1363  1605 0.87 structural maintenance of chromosomes protein 1, putative [Plasmodium vivax]
SCO75262.1           -           1218 1309at5820           -           1140   5.1e-37  125.6 140.1   1   1   4.5e-40     7e-37  125.1 140.1     5  1121     3  1172     1  1185 0.71 structural maintenance of chromosome 2, putative [Plasmodium vivax]
SCO71362.1           -           1196 1309at5820           -           1140    0.0019   14.4 176.5   1   1   6.7e-06     0.011   11.9 176.5     5  1122     3  1160     1  1169 0.67 structural maintenance of chromosomes protein 3, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1309at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1309at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1309at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:22 2026
# [ok]
