#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71710.1           -            660 3835at5820           -            545  3.3e-301  997.9  54.8   1   2  1.4e-178    3e-175  582.2  31.2     1   312     1   354     1   360 0.92 Sec1 family protein, putative [Plasmodium vivax]
SCO71710.1           -            660 3835at5820           -            545  3.3e-301  997.9  54.8   2   2  2.9e-127    6e-124  412.8  15.6   307   545   375   655   373   655 0.92 Sec1 family protein, putative [Plasmodium vivax]
SCO73720.1           -            654 3835at5820           -            545   7.2e-08   29.7   7.0   1   3   1.1e-10   2.4e-07   28.0   0.7    34   259    24   253    12   261 0.77 syntaxin binding protein, putative [Plasmodium vivax]
SCO73720.1           -            654 3835at5820           -            545   7.2e-08   29.7   7.0   2   3      0.11   2.3e+02   -1.7   0.4   261   321   301   365   289   407 0.70 syntaxin binding protein, putative [Plasmodium vivax]
SCO73720.1           -            654 3835at5820           -            545   7.2e-08   29.7   7.0   3   3    0.0022       4.6    3.9   0.0   495   540   602   647   593   651 0.90 syntaxin binding protein, putative [Plasmodium vivax]
SCO71026.1           -            715 3835at5820           -            545   1.9e-07   28.3  34.8   1   4     0.033        69    0.1   0.3    20    68    16    63     9    72 0.77 vacuolar protein sorting-associated protein 45, putative [Plasmodium vivax]
SCO71026.1           -            715 3835at5820           -            545   1.9e-07   28.3  34.8   2   4     1e-05     0.021   11.7   2.2    69   150    91   173    82   188 0.88 vacuolar protein sorting-associated protein 45, putative [Plasmodium vivax]
SCO71026.1           -            715 3835at5820           -            545   1.9e-07   28.3  34.8   3   4     0.017        35    1.0   0.1   159   199   276   315   269   332 0.78 vacuolar protein sorting-associated protein 45, putative [Plasmodium vivax]
SCO71026.1           -            715 3835at5820           -            545   1.9e-07   28.3  34.8   4   4   3.1e-10   6.6e-07   26.5  15.2   227   540   378   708   365   712 0.75 vacuolar protein sorting-associated protein 45, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3835at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3835at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3835at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:55 2026
# [ok]
