#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75505.1           -           1143 1289at5820           -            955         0 1796.6  50.2   1   3  2.6e-138  2.1e-135  451.8  12.4     6   254    37   308    33   316 0.94 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 1289at5820           -            955         0 1796.6  50.2   2   3   7.7e-49     6e-46  155.6   0.4   253   355   351   475   341   483 0.89 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO75505.1           -           1143 1289at5820           -            955         0 1796.6  50.2   3   3         0         0 1198.9  23.5   355   955   504  1143   501  1143 0.96 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
SCO74057.1           -           1676 1289at5820           -            955   3.7e-63  212.6  33.2   1   4   1.8e-20   1.4e-17   61.7  10.7    15   181   196   382   189   431 0.76 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 1289at5820           -            955   3.7e-63  212.6  33.2   2   4   1.2e-30     9e-28   95.5   1.1   277   447   558   752   544   766 0.80 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 1289at5820           -            955   3.7e-63  212.6  33.2   3   4   3.5e-18   2.8e-15   54.2   3.3   469   651   817   994   809  1025 0.81 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO74057.1           -           1676 1289at5820           -            955   3.7e-63  212.6  33.2   4   4   6.4e-06     0.005   13.6   0.1   745   801  1190  1246  1178  1251 0.91 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO75617.1           -            631 1289at5820           -            955   1.9e-40  137.4  10.7   1   2     2e-34   1.5e-31  108.0   5.1   363   566     7   213     3   242 0.87 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
SCO75617.1           -            631 1289at5820           -            955   1.9e-40  137.4  10.7   2   2   1.4e-11   1.1e-08   32.3   0.3   734   804   338   406   321   413 0.89 SUMO-activating enzyme subunit 2, putative [Plasmodium vivax]
SCO71340.1           -            406 1289at5820           -            955   3.5e-18   63.8   1.1   1   2   1.5e-19   1.2e-16   58.7   0.3   377   508     5   137     1   143 0.88 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO71340.1           -            406 1289at5820           -            955   3.5e-18   63.8   1.1   2   2    0.0063       4.9    3.7   0.0   743   794   212   263   196   272 0.77 NEDD8-activating enzyme E1 catalytic subunit, putative [Plasmodium vivax]
SCO73433.1           -            534 1289at5820           -            955   1.6e-10   38.4   1.0   1   1   4.2e-13   3.3e-10   37.3   1.0   371   508    99   237    64   251 0.81 ubiquitin-activating enzyme, putative [Plasmodium vivax]
SCO72928.1           -            359 1289at5820           -            955   1.7e-10   38.3  13.4   1   2   2.2e-12   1.7e-09   35.0   6.3    13   121    10   123     2   143 0.83 ubiquitin activating enzyme (E1) subunit Aos1, putative [Plasmodium vivax]
SCO72928.1           -            359 1289at5820           -            955   1.7e-10   38.3  13.4   2   2   0.00036      0.28    7.8   0.1   260   339   248   336   232   356 0.67 ubiquitin activating enzyme (E1) subunit Aos1, putative [Plasmodium vivax]
SCO72748.1           -           1216 1289at5820           -            955   0.00067   16.5   0.1   1   1   1.2e-06   0.00098   15.9   0.1   370   445   754   830   746   844 0.83 autophagy-related protein 7, putative [Plasmodium vivax]
SCO73893.1           -            585 1289at5820           -            955     0.035   10.8   4.1   1   1   6.2e-05     0.049   10.3   4.1    15   148     6   158     2   170 0.77 ubiquitin-activating enzyme E1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1289at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1289at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1289at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:50 2026
# [ok]
