#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72166.1           -            318 13693at5820          -            216  6.2e-126  416.8  40.0   1   1  3.1e-128  6.2e-126  416.8  40.0     1   215    80   305    80   307 0.97 RNA-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 13693at5820          -            216   2.4e-32  110.8   7.9   1   4   6.8e-09   1.3e-06   26.7   0.0     7    76    16    85    12    96 0.94 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 13693at5820          -            216   2.4e-32  110.8   7.9   2   4   3.9e-09   7.6e-07   27.5   0.6     6    80   103   176    98   190 0.88 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 13693at5820          -            216   2.4e-32  110.8   7.9   3   4   1.3e-07   2.6e-05   22.5   0.5     7    78   193   263   185   280 0.80 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 13693at5820          -            216   2.4e-32  110.8   7.9   4   4   1.8e-11   3.5e-09   35.2   0.0     2    87   444   528   443   535 0.93 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO73492.1           -            513 13693at5820          -            216   2.4e-14   52.0   0.6   1   3   3.6e-06   0.00071   17.8   0.0     9    69    90   150    87   159 0.89 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 13693at5820          -            216   2.4e-14   52.0   0.6   2   3   3.7e-07   7.2e-05   21.0   0.0     5    83   185   264   181   337 0.86 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 13693at5820          -            216   2.4e-14   52.0   0.6   3   3    0.0012      0.24    9.6   0.0     7    89   372   454   369   473 0.83 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO75286.1           -            124 13693at5820          -            216   5.7e-13   47.5   0.9   1   1   3.3e-15   6.5e-13   47.3   0.9     4    94     5    95     2   114 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO71923.1           -            340 13693at5820          -            216   6.4e-13   47.4   0.2   1   4       4.6   9.1e+02   -2.2   0.8   147   168    10    32     3    49 0.47 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71923.1           -            340 13693at5820          -            216   6.4e-13   47.4   0.2   2   4   0.00019     0.038   12.2   0.0     9    72    89   151    84   161 0.81 RNA-binding protein musashi, putative [Plasmodium vivax]
