#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70352.1           -            805 3079at5820           -            559         0 1041.6  57.9   1   4  3.4e-232  2.4e-229  761.1  28.2     1   363     1   364     1   377 0.99 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO70352.1           -            805 3079at5820           -            559         0 1041.6  57.9   2   4   7.6e-65   5.3e-62  208.7   0.7   360   470   398   507   392   512 0.94 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO70352.1           -            805 3079at5820           -            559         0 1041.6  57.9   3   4   7.6e-21   5.3e-18   63.4  11.1   460   539   525   628   516   634 0.80 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO70352.1           -            805 3079at5820           -            559         0 1041.6  57.9   4   4     6e-08   4.2e-05   20.9   0.1   531   559   777   805   751   805 0.82 phosphoinositide-binding protein, putative [Plasmodium vivax]
SCO72943.1           -            660 3079at5820           -            559   3.3e-09   34.4   7.3   1   4     8e-05     0.056   10.6   0.0   382   453   122   194   110   211 0.88 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 3079at5820           -            559   3.3e-09   34.4   7.3   2   4    0.0089       6.2    3.8   0.8   391   470   380   458   348   478 0.76 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 3079at5820           -            559   3.3e-09   34.4   7.3   3   4   3.6e-06    0.0025   15.0   0.0   394   453   508   567   491   603 0.86 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 3079at5820           -            559   3.3e-09   34.4   7.3   4   4    0.0018       1.3    6.1   0.0   418   451   626   659   617   660 0.90 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72485.1           -            595 3079at5820           -            559   7.1e-06   23.4   7.4   1   4      0.47   3.3e+02   -1.9   0.2   409   457   175   223   173   256 0.79 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 3079at5820           -            559   7.1e-06   23.4   7.4   2   4   0.00027      0.19    8.8   0.0   398   453   297   353   283   357 0.83 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 3079at5820           -            559   7.1e-06   23.4   7.4   3   4   1.1e-07   7.4e-05   20.1   0.0   384   451   325   393   322   402 0.85 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
