#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   1  25   1.1e-59   6.7e-56  188.0   0.2     8   166    83   288    79   297 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   2  25   3.7e-26   2.3e-22   76.8   1.7   167   216   320   369   314   372 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   3  25   7.1e-48   4.5e-44  148.8   7.6   215   324   404   533   401   535 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   4  25   0.00091       5.7    2.5   0.0   322   346   572   596   567   600 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   5  25     2e-28   1.3e-24   84.3   1.4   346   436   624   725   622   743 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   6  25   0.00013      0.83    5.3   0.2   439   470   807   841   800   844 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   7  25   3.3e-46   2.1e-42  143.3   0.5   466   589   905  1033   892  1036 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   8  25   1.8e-35   1.1e-31  107.7   4.2   567   661  1133  1227  1128  1231 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6   9  25   6.6e-05      0.41    6.3   0.0   661   684  1261  1284  1258  1289 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  10  25   7.4e-40   4.7e-36  122.2   0.1   682   801  1328  1470  1323  1473 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  11  25   3.7e-49   2.3e-45  153.1   6.1   802   939  1509  1694  1507  1703 0.77 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  12  25   4.5e-48   2.8e-44  149.5   0.4   941  1054  1743  1862  1737  1866 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  13  25   5.3e-21   3.3e-17   59.7   0.0  1063  1137  1916  2005  1882  2009 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  14  25   0.00053       3.3    3.3   0.0  1137  1169  2037  2070  2022  2074 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  15  25     3e-35   1.9e-31  106.9   0.0  1177  1259  2167  2251  2161  2258 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  16  25   2.8e-39   1.8e-35  120.3   0.3  1259  1349  2287  2380  2285  2383 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  17  25   5.5e-13   3.5e-09   33.1   0.4  1346  1397  2437  2493  2433  2505 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  18  25    0.0022        14    1.2   0.0  1397  1428  2609  2640  2605  2648 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  19  25   3.7e-12   2.3e-08   30.3   0.1  1419  1470  2678  2729  2671  2740 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  20  25   2.3e-70   1.4e-66  223.4  12.1  1468  1615  2801  2952  2793  2958 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  21  25   2.5e-35   1.6e-31  107.2   0.5  1617  1701  3058  3145  3035  3154 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  22  25   1.2e-82   7.8e-79  264.1   0.1  1700  1874  3170  3350  3164  3355 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  23  25   2.8e-52   1.8e-48  163.4   3.6  1870  1977  3453  3560  3442  3574 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  24  25   8.9e-05      0.56    5.9   5.0  1980  2022  3933  3976  3922  3980 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74120.1           -           4118 132at5820            -           2134         0 2477.6 154.6  25  25   1.4e-72   8.8e-69  230.7   0.3  2001  2134  3984  4118  3974  4118 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/132at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
