#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74769.1           -            776 4413at5820           -            552    9e-277  917.6  47.0   1   4     6e-65   5.4e-62  208.7  13.7     2   147     9   171     5   198 0.87 large ribosomal subunit associated GTPase, putative [Plasmodium vivax]
SCO74769.1           -            776 4413at5820           -            552    9e-277  917.6  47.0   2   4   3.4e-92   3.1e-89  298.6  10.0   144   302   269   430   258   433 0.95 large ribosomal subunit associated GTPase, putative [Plasmodium vivax]
SCO74769.1           -            776 4413at5820           -            552    9e-277  917.6  47.0   3   4  1.7e-122  1.5e-119  398.6   3.9   303   526   477   721   469   725 0.92 large ribosomal subunit associated GTPase, putative [Plasmodium vivax]
SCO74769.1           -            776 4413at5820           -            552    9e-277  917.6  47.0   4   4   6.7e-09     6e-06   23.7   0.1   527   552   748   773   740   773 0.94 large ribosomal subunit associated GTPase, putative [Plasmodium vivax]
SCO74841.1           -            518 4413at5820           -            552   4.6e-24   83.5  18.9   1   3      0.35   3.2e+02   -1.8   1.5   137   171    29    63     4    85 0.65 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 4413at5820           -            552   4.6e-24   83.5  18.9   2   3   4.7e-12   4.2e-09   34.1   3.7   138   290   128   295   108   311 0.67 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 4413at5820           -            552   4.6e-24   83.5  18.9   3   3   5.8e-20   5.2e-17   60.2   0.6   359   519   319   475   297   480 0.86 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO70826.1           -            785 4413at5820           -            552   6.9e-09   33.4   0.7   1   1   1.6e-11   1.4e-08   32.3   0.7   321   419   515   608   374   625 0.79 ribosome biogenesis GTPase A, putative [Plasmodium vivax]
SCO73054.1           -            533 4413at5820           -            552   8.9e-09   33.0   1.5   1   3         7   6.3e+03   -6.3   3.3    70    79    33    42     8    79 0.48 nucleolar preribosomal GTPase, putative [Plasmodium vivax]
SCO73054.1           -            533 4413at5820           -            552   8.9e-09   33.0   1.5   2   3   9.9e-12   8.9e-09   33.0   1.5   212   284   188   258   170   268 0.86 nucleolar preribosomal GTPase, putative [Plasmodium vivax]
SCO73054.1           -            533 4413at5820           -            552   8.9e-09   33.0   1.5   3   3      0.77   6.9e+02   -2.9   2.6   109   157   416   465   375   480 0.61 nucleolar preribosomal GTPase, putative [Plasmodium vivax]
SCO73220.1           -            288 4413at5820           -            552   1.6e-07   28.9   0.0   1   1   2.6e-10   2.4e-07   28.3   0.0   362   424    85   150    51   181 0.74 GTP-binding protein, putative [Plasmodium vivax]
SCO75425.1           -            871 4413at5820           -            552     1e-06   26.2   7.3   1   3   0.00056       0.5    7.4   0.0   362   422   293   359   283   373 0.75 GTP-binding protein, putative [Plasmodium vivax]
SCO75425.1           -            871 4413at5820           -            552     1e-06   26.2   7.3   2   3   2.9e-07   0.00026   18.3   0.4   340   396   547   603   533   618 0.82 GTP-binding protein, putative [Plasmodium vivax]
SCO75425.1           -            871 4413at5820           -            552     1e-06   26.2   7.3   3   3     0.019        17    2.4   0.9   212   270   649   704   630   770 0.82 GTP-binding protein, putative [Plasmodium vivax]
SCO74717.1           -            417 4413at5820           -            552   0.00056   17.2   5.3   1   3   0.00048      0.43    7.6   0.3   216   264   105   153    95   178 0.82 GTP-binding protein, putative [Plasmodium vivax]
SCO74717.1           -            417 4413at5820           -            552   0.00056   17.2   5.3   2   3     5e-05     0.045   10.9   0.1   355   380   196   221   164   281 0.85 GTP-binding protein, putative [Plasmodium vivax]
SCO74717.1           -            417 4413at5820           -            552   0.00056   17.2   5.3   3   3      0.15   1.3e+02   -0.6   0.1   444   461   337   356   317   366 0.83 GTP-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4413at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4413at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4413at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:47 2026
# [ok]
