#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73896.1           -            585 5251at5820           -            481  2.4e-301  997.6   2.4   1   1  4.6e-304  4.2e-301  996.8   2.4     6   481    69   583    64   583 0.94 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO74897.1           -            677 5251at5820           -            481     3e-71  238.8   7.3   1   3      0.22     2e+02   -1.3   0.1    35    79    86   134    54   149 0.72 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO74897.1           -            677 5251at5820           -            481     3e-71  238.8   7.3   2   3   9.3e-61   8.3e-58  194.5   3.6    96   445   227   583   212   595 0.87 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO74897.1           -            677 5251at5820           -            481     3e-71  238.8   7.3   3   3   2.5e-15   2.3e-12   44.7   0.0   427   481   622   676   610   676 0.88 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO70662.1           -            631 5251at5820           -            481   1.6e-18   64.9   3.6   1   1     6e-21   5.4e-18   63.2   3.6   155   477   302   623   293   626 0.72 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 5251at5820           -            481   8.3e-08   29.6   0.3   1   3      0.26   2.4e+02   -1.6   0.0    58    97   209   248   201   266 0.85 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 5251at5820           -            481   8.3e-08   29.6   0.3   2   3   0.00026      0.23    8.3   0.0   220   291   467   538   460   555 0.86 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 5251at5820           -            481   8.3e-08   29.6   0.3   3   3     3e-07   0.00027   18.0   0.0   446   478   704   736   693   738 0.90 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO71072.1           -            584 5251at5820           -            481   1.2e-07   29.1   0.3   1   3      0.49   4.4e+02   -2.5   0.0   173   198   218   243   208   254 0.76 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO71072.1           -            584 5251at5820           -            481   1.2e-07   29.1   0.3   2   3   5.5e-06    0.0049   13.9   0.3   205   306   308   411   297   444 0.78 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO71072.1           -            584 5251at5820           -            481   1.2e-07   29.1   0.3   3   3   1.7e-05     0.015   12.2   0.0   444   478   543   577   526   579 0.91 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 5251at5820           -            481   7.2e-05   19.9   0.1   1   3     0.002       1.8    5.4   0.0   165   209   418   462   412   469 0.90 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 5251at5820           -            481   7.2e-05   19.9   0.1   2   3   8.5e-05     0.076    9.9   0.1   222   287   540   607   535   616 0.79 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 5251at5820           -            481   7.2e-05   19.9   0.1   3   3     0.083        75    0.1   0.0   433   471   966  1005   944  1010 0.74 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73818.1           -            495 5251at5820           -            481    0.0011   16.0   0.5   1   2   1.1e-05    0.0098   12.9   0.1   239   314   134   209   106   214 0.90 phenylalanine--tRNA ligase, putative [Plasmodium vivax]
SCO73818.1           -            495 5251at5820           -            481    0.0011   16.0   0.5   2   2     0.047        42    0.9   0.0    17    64   377   424   374   439 0.79 phenylalanine--tRNA ligase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5251at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5251at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5251at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:50:33 2026
# [ok]
