#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75662.1           -            635 5333at5820           -            493  2.8e-270  895.5   6.6   1   3      0.29     6e+02   -2.7   0.0     1    29     1    35     1    47 0.64 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO75662.1           -            635 5333at5820           -            493  2.8e-270  895.5   6.6   2   3   2.9e-81     6e-78  261.1   0.1    45   172   129   257   102   264 0.94 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO75662.1           -            635 5333at5820           -            493  2.8e-270  895.5   6.6   3   3  3.8e-195  8.1e-192  636.7   1.6   179   493   303   635   291   635 0.98 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO70857.1           -            709 5333at5820           -            493   4.2e-42  142.9  13.3   1   3   7.5e-13   1.6e-09   35.5   0.2    85   159   222   296   215   301 0.94 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO70857.1           -            709 5333at5820           -            493   4.2e-42  142.9  13.3   2   3     3e-10   6.3e-07   26.9   0.0   203   258   372   428   354   431 0.87 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO70857.1           -            709 5333at5820           -            493   4.2e-42  142.9  13.3   3   3     1e-25   2.1e-22   77.9   8.1   288   482   429   611   424   620 0.89 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO74741.1           -            413 5333at5820           -            493   1.2e-06   26.0   0.4   1   3      0.22   4.6e+02   -2.3   0.2   405   432    40    66    23   142 0.57 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO74741.1           -            413 5333at5820           -            493   1.2e-06   26.0   0.4   2   3      0.42   8.8e+02   -3.3   0.1    18    51   161   194   147   199 0.54 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
SCO74741.1           -            413 5333at5820           -            493   1.2e-06   26.0   0.4   3   3   5.7e-10   1.2e-06   26.0   0.4   357   483   266   398   246   407 0.73 queuine tRNA-ribosyltransferase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5333at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5333at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5333at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:50:58 2026
# [ok]
