#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   1  12   4.3e-34   2.7e-30  103.3   1.4     1    85     1    92     1    94 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   2  12  1.1e-116  6.6e-113  377.1  13.1    86   323   181   435   177   438 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   3  12  2.2e-101   1.4e-97  326.4  18.9   323   547   466   734   463   737 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   4  12  3.1e-153  1.9e-149  498.2  31.2   549   827   801  1085   798  1091 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   5  12   1.7e-29   1.1e-25   88.1   0.2   819   892  1103  1179  1095  1189 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   6  12   1.5e-51   9.6e-48  161.2   0.7   882   982  1280  1381  1272  1385 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   7  12   0.00071       4.5    3.2   0.4   980   996  1423  1439  1419  1441 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   8  12     4e-69   2.5e-65  219.5   6.5   995  1116  1469  1594  1458  1609 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4   9  12   1.3e-37     8e-34  115.0   3.1  1115  1179  1626  1690  1624  1696 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4  10  12   1.9e-91   1.2e-87  293.4  16.9  1176  1338  1730  1895  1723  1898 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4  11  12   1.1e-15   7.2e-12   42.3   0.1  1340  1383  1953  1998  1949  2004 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74209.1           -           2214 529at5820            -           1531         0 2428.6 188.4  12  12   2.2e-80   1.4e-76  256.8  19.8  1381  1531  2023  2177  2021  2177 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/529at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/529at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/529at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:50:48 2026
# [ok]
