#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72645.1           -            294 10500at5820          -            250  1.3e-143  475.3  25.4   1   1  1.9e-145  1.1e-142  472.3  25.4     1   250     1   279     1   279 0.92 palmitoyltransferase, putative [Plasmodium vivax]
SCO73057.1           -            437 10500at5820          -            250   2.1e-26   91.4  26.0   1   1   1.6e-28     9e-26   89.3  26.0     7   231   152   405   144   410 0.68 palmitoyltransferase, putative [Plasmodium vivax]
SCO71649.1           -            281 10500at5820          -            250   7.6e-25   86.3   8.0   1   1   2.1e-27   1.2e-24   85.7   8.0    11   230    26   264    13   268 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO73758.1           -            284 10500at5820          -            250   1.3e-24   85.6  29.7   1   1   2.2e-24   1.3e-21   75.7  29.7     7   232    24   262    19   270 0.67 palmitoyltransferase, putative [Plasmodium vivax]
SCO75303.1           -           1010 10500at5820          -            250   1.2e-17   62.8  27.1   1   1   8.4e-19   4.8e-16   57.5  27.1     9   219    45   290    38   331 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO71031.1           -            272 10500at5820          -            250   1.4e-17   62.5  22.2   1   1   1.4e-19   7.9e-17   60.0  22.2     8   164    10   166     4   254 0.78 palmitoyltransferase, putative [Plasmodium vivax]
SCO75291.1           -            297 10500at5820          -            250   3.2e-15   54.8  22.6   1   2   2.6e-16   1.5e-13   49.3  17.8     8   159    40   195    34   216 0.71 palmitoyltransferase, putative [Plasmodium vivax]
SCO75291.1           -            297 10500at5820          -            250   3.2e-15   54.8  22.6   2   2    0.0014      0.81    7.6   2.2   147   218   200   276   188   289 0.69 palmitoyltransferase, putative [Plasmodium vivax]
SCO72475.1           -            611 10500at5820          -            250   5.7e-14   50.7  11.0   1   2       6.2   3.5e+03   -4.3   1.6   141   147   272   278   241   321 0.53 palmitoyltransferase, putative [Plasmodium vivax]
SCO72475.1           -            611 10500at5820          -            250   5.7e-14   50.7  11.0   2   2     1e-16   5.7e-14   50.7  11.0    75   199   413   546   404   586 0.72 palmitoyltransferase, putative [Plasmodium vivax]
SCO72696.1           -            289 10500at5820          -            250   4.3e-09   34.7  24.0   1   1   5.5e-11   3.2e-08   31.9  24.0    45   154    59   167    32   265 0.77 palmitoyltransferase, putative [Plasmodium vivax]
SCO71163.1           -            287 10500at5820          -            250   4.5e-09   34.6  11.0   1   2   7.9e-12   4.5e-09   34.6  11.0    33   147    51   154    15   184 0.70 palmitoyltransferase, putative [Plasmodium vivax]
SCO71163.1           -            287 10500at5820          -            250   4.5e-09   34.6  11.0   2   2       0.7     4e+02   -1.2   0.1   169   199   214   243   193   264 0.66 palmitoyltransferase, putative [Plasmodium vivax]
SCO74163.1           -            641 10500at5820          -            250   2.2e-08   32.4   2.1   1   1   6.9e-11   3.9e-08   31.6   2.1    93   200   436   553   407   585 0.66 palmitoyltransferase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10500at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10500at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:25 2026
# [ok]
