#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   1   6   9.4e-39     3e-35  120.0   0.1     1    89    90   182    90   198 0.89 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   2   6   1.6e-37   5.2e-34  115.9   0.3    96   162   223   292   207   313 0.89 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   3   6   2.1e-58   6.6e-55  184.9   0.1   161   291   363   496   357   510 0.94 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   4   6   1.7e-69   5.3e-66  221.5   5.2   292   426   528   666   524   670 0.96 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   5   6   5.3e-41   1.7e-37  127.4   6.9   424   556   701   843   696   878 0.84 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO71893.1           -            937 3597at5820           -            590    6e-240  795.9  37.6   6   6   2.6e-15   8.1e-12   42.6   0.2   548   590   883   925   874   925 0.91 arginine--tRNA ligase, putative [Plasmodium vivax]
SCO75438.1           -            591 3597at5820           -            590   3.9e-39  132.8  31.4   1   3   1.7e-26   5.5e-23   79.5  12.6    96   285   128   301    58   306 0.87 arginyl-tRNA synthetase, putative [Plasmodium vivax]
SCO75438.1           -            591 3597at5820           -            590   3.9e-39  132.8  31.4   2   3   2.6e-18   8.3e-15   52.4   0.1   336   423   315   404   302   418 0.81 arginyl-tRNA synthetase, putative [Plasmodium vivax]
SCO75438.1           -            591 3597at5820           -            590   3.9e-39  132.8  31.4   3   3    0.0013       4.1    3.9   5.5   411   523   422   548   414   574 0.69 arginyl-tRNA synthetase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3597at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3597at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3597at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:38 2026
# [ok]
