#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74749.1           -            509 7533at5820           -            353    3e-190  630.6  42.1   1   3       1.1   9.5e+02   -2.6   0.1     1    13     1    13     1    17 0.88 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74749.1           -            509 7533at5820           -            353    3e-190  630.6  42.1   2   3   1.1e-74     1e-71  240.7  23.8     5   166    23   223    19   229 0.89 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74749.1           -            509 7533at5820           -            353    3e-190  630.6  42.1   3   3  5.4e-121  4.8e-118  393.1   7.0   165   353   308   509   293   509 0.95 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO70588.1           -            447 7533at5820           -            353   1.4e-39  135.1   8.7   1   1   4.9e-42   4.4e-39  133.4   8.7     9   346    42   437    34   447 0.75 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO74094.1           -            533 7533at5820           -            353   2.1e-21   75.2  12.6   1   2   1.7e-06    0.0016   16.5   0.6    13   132    64   207    54   252 0.67 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74094.1           -            533 7533at5820           -            353   2.1e-21   75.2  12.6   2   2     5e-20   4.5e-17   61.0   5.6   115   340   277   529   270   533 0.77 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO75751.1           -            565 7533at5820           -            353   1.2e-06   26.7   3.1   1   2   5.6e-05      0.05   11.5   0.0   299   338    67   105    56   119 0.82 coronin, putative [Plasmodium vivax]
SCO75751.1           -            565 7533at5820           -            353   1.2e-06   26.7   3.1   2   2   1.6e-05     0.015   13.3   2.4   206   318   125   239   107   263 0.77 coronin, putative [Plasmodium vivax]
SCO71350.1           -            458 7533at5820           -            353   7.1e-05   20.9   2.9   1   3    0.0055       4.9    4.9   0.1    95   132   141   180   133   192 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 7533at5820           -            353   7.1e-05   20.9   2.9   2   3      0.12   1.1e+02    0.6   0.0   249   315   268   335   263   341 0.75 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 7533at5820           -            353   7.1e-05   20.9   2.9   3   3   6.1e-06    0.0055   14.7   0.2   210   280   331   401   315   456 0.74 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO75463.1           -            430 7533at5820           -            353   0.00083   17.4   1.5   1   2      0.27   2.4e+02   -0.6   0.1    77   132   224   279   217   288 0.74 protein TSSC1, putative [Plasmodium vivax]
SCO75463.1           -            430 7533at5820           -            353   0.00083   17.4   1.5   2   2   1.7e-06    0.0015   16.5   0.7   198   275   281   360   258   367 0.81 protein TSSC1, putative [Plasmodium vivax]
SCO75514.1           -            638 7533at5820           -            353    0.0009   17.2   2.6   1   3       2.7   2.5e+03   -3.9   0.1    86   100     4    18     3    40 0.77 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO75514.1           -            638 7533at5820           -            353    0.0009   17.2   2.6   2   3    0.0041       3.6    5.4   0.1   214   253   374   414   366   420 0.83 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO75514.1           -            638 7533at5820           -            353    0.0009   17.2   2.6   3   3     1e-06    0.0009   17.2   2.6   222   326   433   538   419   557 0.77 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7533at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7533at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7533at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:00:20 2026
# [ok]
