#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   1  40   1.6e-49     1e-46  156.3   2.1     1    81     1    81     1    88 0.98 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   2  40  1.6e-199  9.9e-197  654.3  33.9    80   421   145   492   141   497 0.98 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   3  40   1.8e-99   1.1e-96  322.2  11.7   426   592   739   908   733   916 0.97 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   4  40  1.9e-227  1.2e-224  747.0  37.5   598   963   960  1341   948  1346 0.96 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   5  40  1.1e-128  6.9e-126  419.1  18.5   956  1184  1370  1598  1367  1600 0.99 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   6  40   5.5e-66   3.5e-63  211.0   0.7  1187  1304  1708  1839  1682  1849 0.91 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   7  40     7e-24   4.4e-21   71.2   0.3  1303  1357  1905  1960  1894  1976 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   8  40   2.7e-91   1.7e-88  295.0  16.5  1370  1533  2108  2285  2097  2290 0.92 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7   9  40   5.8e-60   3.7e-57  191.0   9.3  1528  1640  2434  2546  2429  2553 0.96 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7  10  40   3.7e-33   2.3e-30  102.0   3.7  1621  1694  2561  2634  2552  2643 0.93 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
SCO71238.1           -           8548 24at5820             -           4512         0 7723.9 828.7  11  40  5.1e-126  3.2e-123  410.3  25.7  1696  1910  2732  2946  2725  2968 0.94 E3 ubiquitin-protein ligase, putative [Plasmodium vivax]
