#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70524.1           -           1071 1849at5820           -            886         0 1638.9  51.5   1   5    9e-143  4.7e-140  466.8   2.7     1   235     1   240     1   246 0.97 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 1849at5820           -            886         0 1638.9  51.5   2   5  1.2e-116  6.3e-114  380.4   3.1   232   428   279   491   276   495 0.95 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 1849at5820           -            886         0 1638.9  51.5   3   5    7e-179  3.7e-176  586.3  12.1   427   742   521   862   518   869 0.95 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 1849at5820           -            886         0 1638.9  51.5   4   5   1.4e-61   7.4e-59  198.2   4.9   742   854   885   999   882  1005 0.98 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 1849at5820           -            886         0 1638.9  51.5   5   5   1.2e-09   6.4e-07   26.3   0.2   854   886  1031  1066  1028  1066 0.87 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO72425.1           -            498 1849at5820           -            886   5.9e-13   46.3   1.6   1   2   2.9e-12   1.5e-09   35.0   0.2   361   534   270   439   245   461 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 1849at5820           -            886   5.9e-13   46.3   1.6   2   2   4.5e-05     0.024   11.2   0.3   355   414   436   496   431   498 0.73 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO73245.1           -            646 1849at5820           -            886   1.8e-12   44.7   2.0   1   2   2.1e-05     0.011   12.3   0.0   359   419   378   438   350   442 0.90 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 1849at5820           -            886   1.8e-12   44.7   2.0   2   2     1e-12   5.4e-10   36.5   2.3   360   511   421   567   421   628 0.77 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71271.1           -            324 1849at5820           -            886   5.3e-12   43.1   3.6   1   3   4.1e-06    0.0022   14.6   0.0   159   213    34    88    29    98 0.90 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 1849at5820           -            886   5.3e-12   43.1   3.6   2   3   2.5e-05     0.013   12.0   0.5   452   577   100   217    93   228 0.82 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 1849at5820           -            886   5.3e-12   43.1   3.6   3   3   1.8e-06   0.00093   15.9   0.0   357   412   264   319   256   324 0.92 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO72943.1           -            660 1849at5820           -            886   1.1e-11   42.0   4.0   1   4   5.2e-08   2.7e-05   20.9   0.1   383   483   117   215    69   229 0.84 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 1849at5820           -            886   1.1e-11   42.0   4.0   2   4     0.013       6.8    3.1   0.0   361   416   341   399   332   427 0.76 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 1849at5820           -            886   1.1e-11   42.0   4.0   3   4   8.2e-07   0.00043   17.0   0.3   338   428   437   535   401   567 0.73 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 1849at5820           -            886   1.1e-11   42.0   4.0   4   4       1.1   5.7e+02   -3.3   0.0   155   187   624   656   611   658 0.73 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72485.1           -            595 1849at5820           -            886   1.5e-11   41.7   0.8   1   3       2.4   1.3e+03   -4.4   1.3   625   665    63   101    50   160 0.51 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 1849at5820           -            886   1.5e-11   41.7   0.8   2   3   2.8e-14   1.5e-11   41.7   0.8   361   510   296   440   280   475 0.90 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 1849at5820           -            886   1.5e-11   41.7   0.8   3   3      0.19        97   -0.7   0.1   351   386   500   535   484   544 0.77 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO71232.1           -            322 1849at5820           -            886   1.5e-08   31.8   0.5   1   2     0.015       7.6    2.9   0.0   154   189    63    98    19   105 0.65 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 1849at5820           -            886   1.5e-08   31.8   0.5   2   2   7.3e-10   3.8e-07   27.1   0.1   344   483   106   250    99   285 0.81 receptor for activated c kinase, putative [Plasmodium vivax]
SCO70851.1           -            327 1849at5820           -            886   3.1e-08   30.7   0.3   1   2      0.12        60   -0.1   0.0   435   508    15    82     6    95 0.73 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70851.1           -            327 1849at5820           -            886   3.1e-08   30.7   0.3   2   2   2.7e-10   1.4e-07   28.5   0.1   254   416   154   316   111   322 0.82 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70813.1           -            499 1849at5820           -            886   3.2e-08   30.6   4.1   1   2     0.044        23    1.3   0.2   449   504    85   136    66   146 0.72 protein SOF1, putative [Plasmodium vivax]
SCO70813.1           -            499 1849at5820           -            886   3.2e-08   30.6   4.1   2   2   7.9e-11   4.1e-08   30.3   0.6   356   459   305   407   227   414 0.84 protein SOF1, putative [Plasmodium vivax]
SCO73788.1           -           1399 1849at5820           -            886   6.5e-08   29.6  13.1   1   4    0.0015       0.8    6.2   0.1   452   483    71   102    61   107 0.91 coatomer alpha subunit, putative [Plasmodium vivax]
