#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72034.1           -            307 9003at5820           -            272  1.9e-164  544.1   8.6   1   1  9.5e-167  5.9e-164  542.5   8.6     1   272    12   307    12   307 0.94 serine/threonine protein phosphatase 4, putative [Plasmodium vivax]
SCO70389.1           -            308 9003at5820           -            272  3.6e-112  372.7   0.7   1   1  7.6e-115  4.7e-112  372.3   0.7     6   254    19   282    15   297 0.92 serine/threonine protein phosphatase 6, putative [Plasmodium vivax]
SCO72010.1           -            516 9003at5820           -            272   4.7e-88  293.6   1.4   1   1   1.1e-90   6.7e-88  293.1   1.4     2   257   218   494   217   503 0.88 protein phosphatase-beta, putative [Plasmodium vivax]
SCO74921.1           -            304 9003at5820           -            272   8.5e-81  269.8   0.5   1   1   1.7e-83   1.1e-80  269.5   0.5     8   265    28   300    23   303 0.91 serine/threonine protein phosphatase PP1, putative [Plasmodium vivax]
SCO70519.1           -            564 9003at5820           -            272   3.3e-56  189.1   0.4   1   1   8.5e-59   5.3e-56  188.5   0.4    26   262    72   336    47   345 0.82 serine/threonine protein phosphatase 2B catalytic subunit A, putative [Plasmodium vivax]
SCO73531.1           -            682 9003at5820           -            272   5.2e-48  162.3   0.1   1   1   1.3e-50   8.2e-48  161.6   0.1    11   268   399   668   389   671 0.84 serine/threonine protein phosphatase 5, putative [Plasmodium vivax]
SCO74249.1           -            878 9003at5820           -            272   5.5e-48  162.2   0.6   1   1   1.4e-49   8.8e-47  158.2   0.6    13   249   542   827   535   837 0.77 protein phosphatase containing kelch-like domains, putative [Plasmodium vivax]
SCO74838.1           -            956 9003at5820           -            272   2.5e-37  127.2   2.2   1   1   1.2e-39   7.3e-37  125.7   2.2    14   259   217   488   207   498 0.75 serine/threonine protein phosphatase 7, putative [Plasmodium vivax]
SCO71552.1           -           2032 9003at5820           -            272   7.9e-31  105.9   2.5   1   2   2.7e-05     0.017   13.0   0.0    11    54  1112  1157  1104  1168 0.86 serine/threonine protein phosphatase 8, putative [Plasmodium vivax]
SCO71552.1           -           2032 9003at5820           -            272   7.9e-31  105.9   2.5   2   2   2.8e-26   1.8e-23   81.8   0.9    58   246  1232  1479  1223  1498 0.71 serine/threonine protein phosphatase 8, putative [Plasmodium vivax]
SCO74218.1           -            381 9003at5820           -            272   0.00024   19.1   0.6   1   1   6.6e-07   0.00041   18.3   0.6    26   113    65   164    48   204 0.76 shewanella-like protein phosphatase 1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9003at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9003at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9003at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:08:16 2026
# [ok]
