#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   1   9   1.8e-07    0.0011   15.7   0.2     1    20     1    20     1    26 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   2   9   1.1e-41     7e-38  128.9  12.2    22   101    50   129    46   146 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   3   9   6.4e-27     4e-23   80.0  13.8   102   209   155   289   146   291 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   4   9   1.6e-54     1e-50  171.3   0.0   210   326   326   454   320   472 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   5   9     6e-09   3.8e-05   20.5   0.0   322   353   480   513   476   517 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   6   9   7.9e-30   4.9e-26   89.6   1.2   354   443   551   658   547   664 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   7   9   1.7e-33   1.1e-29  101.7  10.7   443   564   714   849   707   869 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   8   9  3.6e-125  2.3e-121  405.2  14.4   569   855   886  1226   873  1239 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70419.1           -           1355 1033at5820           -            947         0 1102.5 103.6   9   9   1.8e-38   1.1e-34  118.2   3.7   859   946  1261  1352  1254  1353 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1033at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1033at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1033at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:48 2026
# [ok]
