#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   1  14   4.6e-53   7.3e-50  168.3   0.8     1   124     1   126     1   135 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   2  14   4.4e-05     0.069    9.4   0.0   105   125   153   173   140   179 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   3  14   1.4e-29   2.1e-26   90.6   0.1   125   196   241   314   227   321 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   4  14   4.9e-11   7.7e-08   29.2   0.0   203   239   501   541   492   548 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   5  14   4.1e-44   6.4e-41  138.6   0.5   239   334   705   800   699   805 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   6  14   2.2e-06    0.0034   13.8   0.0   335   359   866   890   861   899 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   7  14     4e-05     0.062    9.6   0.0   356   390   913   957   909   963 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   8  14   1.2e-46   1.8e-43  147.1   0.1   392   529   986  1155   982  1158 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4   9  14   1.2e-16   1.9e-13   47.7   0.0   529   566  1199  1236  1165  1243 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4  10  14   1.4e-38   2.3e-35  120.3   0.2   565   641  1292  1368  1287  1373 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4  11  14   1.7e-70   2.7e-67  226.0   0.3   643   766  1396  1519  1391  1528 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4  12  14   4.1e-08   6.5e-05   19.5   0.0   766   799  1557  1590  1555  1593 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4  13  14   3.8e-76     6e-73  244.7   0.4   800   939  1625  1775  1622  1778 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1364at5820           -            992         0 1318.8  49.4  14  14   1.7e-25   2.7e-22   77.0   0.5   939   992  1819  1872  1813  1872 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72196.1           -           1539 1364at5820           -            992   2.1e-29  100.5   0.0   1   2   0.00017      0.27    7.5   0.0   664   754   942  1035   891  1042 0.68 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO72196.1           -           1539 1364at5820           -            992   2.1e-29  100.5   0.0   2   2   1.4e-29   2.1e-26   90.6   0.0   807   978  1044  1228  1039  1236 0.83 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO72560.1           -           1077 1364at5820           -            992   5.6e-21   72.6  30.3   1   3       1.2   1.9e+03   -5.3   2.9   206   270    74   139    63   195 0.62 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO72560.1           -           1077 1364at5820           -            992   5.6e-21   72.6  30.3   2   3   1.2e-11   1.8e-08   31.2  17.0   510   768   385   650   370   680 0.69 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO72560.1           -           1077 1364at5820           -            992   5.6e-21   72.6  30.3   3   3   2.5e-19   3.9e-16   56.6   5.4   858   989   920  1062   900  1065 0.81 dna2/nam7 helicase family member, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   1   7       0.8   1.3e+03   -4.7   2.2   264   320    85   142    53   149 0.73 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   2   7       1.1   1.7e+03   -5.1   2.4   177   237   329   392   311   401 0.62 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   3   7      0.28   4.4e+02   -3.1   0.7   561   591   907   938   905   939 0.77 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   4   7   1.5e-07   0.00023   17.6   3.5   659   753   982  1080   957  1088 0.76 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   5   7   3.1e-05     0.049   10.0   1.5   785   833  1072  1120  1066  1136 0.90 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   6   7   9.6e-12   1.5e-08   31.5   1.5   858   940  1217  1310  1207  1333 0.76 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1364at5820           -            992   2.6e-09   34.0  12.2   7   7   7.7e-06     0.012   11.9   0.3   944   987  1365  1408  1360  1415 0.88 DNA2/NAM7 helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1364at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1364at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:03 2026
# [ok]
