#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72353.1           -            299 11051at5820          -            184  3.5e-116  384.0   4.3   1   1  2.1e-118  4.8e-116  383.5   4.3     1   184     1   187     1   187 0.98 RNA-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 11051at5820          -            184   3.7e-26   90.5   6.1   1   4   6.7e-07   0.00015   20.1   0.1    36   102    16    82     5    93 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 11051at5820          -            184   3.7e-26   90.5   6.1   2   4   3.5e-11   7.8e-09   34.0   0.2    36   114   104   181    91   193 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 11051at5820          -            184   3.7e-26   90.5   6.1   3   4   3.1e-08     7e-06   24.4   0.0    37   104   194   258   183   265 0.86 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 11051at5820          -            184   3.7e-26   90.5   6.1   4   4   0.00017     0.038   12.2   0.0    34   108   447   520   429   531 0.82 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO73492.1           -            513 11051at5820          -            184   1.4e-21   75.6   0.0   1   3    0.0043      0.96    7.7   0.0    37   106    89   158    86   167 0.87 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 11051at5820          -            184   1.4e-21   75.6   0.0   2   3   8.6e-10   1.9e-07   29.5   0.0    34   104   185   255   164   266 0.93 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 11051at5820          -            184   1.4e-21   75.6   0.0   3   3   3.3e-11   7.4e-09   34.1   0.0    39   110   375   446   362   466 0.89 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO74967.1           -            503 11051at5820          -            184   1.5e-21   75.5   3.7   1   3   1.9e-05    0.0044   15.3   0.1    38   105    84   151    81   160 0.90 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 11051at5820          -            184   1.5e-21   75.5   3.7   2   3   2.4e-08   5.3e-06   24.8   0.1    26   103   170   246   156   284 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 11051at5820          -            184   1.5e-21   75.5   3.7   3   3   2.8e-11   6.2e-09   34.4   0.0    37   109   395   467   392   489 0.92 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74870.1           -            475 11051at5820          -            184   5.8e-17   60.5   1.7   1   2   2.3e-08   5.1e-06   24.9   0.1    33   110    17    94     6   102 0.90 splicing factor 3B subunit 4, putative [Plasmodium vivax]
