#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70475.1           -            201 12100at5820          -            168  4.7e-109  360.4  16.5   1   2   2.5e-46   1.1e-43  147.7   2.1     1    73     1    73     1    82 0.96 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO70475.1           -            201 12100at5820          -            168  4.7e-109  360.4  16.5   2   2   3.9e-68   1.8e-65  218.6   6.9    68   168    90   190    84   190 0.98 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO73216.1           -            207 12100at5820          -            168   5.9e-35  119.3   6.1   1   2   1.1e-23   4.8e-21   74.0   0.2     5    73     7    75     3    82 0.94 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO73216.1           -            207 12100at5820          -            168   5.9e-35  119.3   6.1   2   2   1.2e-15   5.4e-13   47.8   1.6    69   148    93   176    86   195 0.82 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO73228.1           -            200 12100at5820          -            168   7.8e-35  118.9  11.3   1   2   4.3e-23   1.9e-20   72.0   0.7     5    73     3    71     1    78 0.94 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO73228.1           -            200 12100at5820          -            168   7.8e-35  118.9  11.3   2   2   7.4e-17   3.3e-14   51.7   4.0    68   156    88   176    82   188 0.88 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO75558.1           -            213 12100at5820          -            168   6.3e-30  102.9   0.8   1   2   4.5e-18     2e-15   55.7   0.0     7    73     4    70     1    76 0.94 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO75558.1           -            213 12100at5820          -            168   6.3e-30  102.9   0.8   2   2   4.3e-15   1.9e-12   46.0   0.2    69   152    88   170    83   186 0.90 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO75283.1           -            203 12100at5820          -            168   1.2e-27   95.5   6.2   1   2   8.9e-20     4e-17   61.2   0.2     4    71     5    73     1    81 0.90 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO75283.1           -            203 12100at5820          -            168   1.2e-27   95.5   6.2   2   2   2.8e-12   1.3e-09   36.8   1.6    69   151    93   175    86   181 0.89 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO73987.1           -            229 12100at5820          -            168     6e-27   93.2   0.8   1   2   2.3e-13     1e-10   40.4   0.0     5    71     4    71     1    78 0.91 ras-related protein Rab-11B, putative [Plasmodium vivax]
