#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   1  27  8.5e-193  5.4e-189  628.8  50.0     1   322     1   325     1   334 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   2  27   6.8e-71   4.3e-67  224.3   5.1   313   446   423   559   418   570 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   3  27   8.2e-35   5.2e-31  104.6   0.1   446   548   630   759   624   769 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   4  27   1.1e-72   6.8e-69  230.3  15.9   550   686   833   975   823   982 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   5  27   3.7e-08   0.00023   16.2   0.6   683   727  1094  1138  1090  1147 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   6  27     5e-50   3.1e-46  155.1   3.6   719   861  1226  1379  1187  1399 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   7  27   3.1e-37   1.9e-33  112.7   0.5   862   972  1574  1701  1563  1706 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   8  27   5.4e-08   0.00034   15.6   1.9   968  1010  1785  1827  1765  1840 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7   9  27  5.4e-165  3.4e-161  536.6  34.8  1011  1399  2031  2495  1950  2509 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  10  27     3e-13   1.9e-09   33.1   0.0  1392  1423  2591  2622  2585  2629 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  11  27   4.1e-91   2.6e-87  291.4  15.5  1424  1573  2657  2806  2648  2813 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  12  27   6.9e-12   4.3e-08   28.5   0.0  1573  1602  2835  2864  2832  2867 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  13  27     5e-60   3.2e-56  188.3   9.0  1599  1713  2984  3100  2976  3109 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  14  27  1.2e-173  7.4e-170  565.3  47.4  1722  2068  3321  3692  3314  3703 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  15  27   1.9e-46   1.2e-42  143.2   0.1  2056  2167  3756  3884  3754  3918 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  16  27   9.4e-81   5.9e-77  257.0  10.4  2178  2311  3944  4077  3938  4080 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  17  27   2.8e-08   0.00018   16.6  18.6  2287  2365  4107  4186  4103  4195 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  18  27   0.00015      0.95    4.2   2.8  2345  2375  4217  4247  4214  4254 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  19  27   3.9e-21   2.4e-17   59.2   7.0  2362  2426  4336  4408  4318  4410 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  20  27     1e-54   6.4e-51  170.7  10.5  2423  2528  4467  4572  4463  4575 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  21  27   1.1e-32   7.1e-29   97.5   0.8  2517  2581  4611  4675  4603  4686 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  22  27   2.8e-78   1.8e-74  248.8  17.5  2581  2708  4798  4925  4794  4936 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  23  27   4.9e-29   3.1e-25   85.4   2.2  2707  2772  4962  5027  4938  5040 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  24  27   2.8e-08   0.00018   16.6   0.3  2767  2799  5118  5150  5105  5153 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  25  27  5.7e-151  3.6e-147  490.1  39.2  2800  3114  5265  5584  5260  5605 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  26  27   8.8e-53   5.5e-49  164.2   9.5  3091  3214  5611  5741  5595  5752 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71588.1           -           5865 72at5820             -           3250         0 4812.1 486.7  27  27   1.4e-19   9.1e-16   54.0   5.1  3202  3250  5815  5865  5808  5865 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/72at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/72at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/72at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:06 2026
# [ok]
