#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75563.1           -           1081 2430at5820           -            789         0 1586.1  61.9   1   4   3.2e-42   2.6e-39  133.5  13.1     8   103    41   142    35   149 0.92 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO75563.1           -           1081 2430at5820           -            789         0 1586.1  61.9   2   4   1.3e-08     1e-05   22.3   0.7   102   159   164   226   158   233 0.65 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO75563.1           -           1081 2430at5820           -            789         0 1586.1  61.9   3   4    8e-210  6.3e-207  687.8   9.6   125   437   349   663   343   665 0.99 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO75563.1           -           1081 2430at5820           -            789         0 1586.1  61.9   4   4  1.4e-231  1.1e-228  759.7  15.9   435   789   714  1077   703  1077 0.97 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO71932.1           -            840 2430at5820           -            789  1.2e-166  554.6   0.9   1   1    2e-169  1.5e-166  554.2   0.9   155   787   174   818   158   820 0.91 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO71671.1           -           1218 2430at5820           -            789  2.6e-164  546.8   8.4   1   1  5.6e-167  4.4e-164  546.1   8.4   163   775   552  1167   535  1182 0.94 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO73444.1           -           1127 2430at5820           -            789  1.4e-145  484.9  39.9   1   3      0.39   3.1e+02   -2.4   3.0    64   114   154   206   150   269 0.81 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO73444.1           -           1127 2430at5820           -            789  1.4e-145  484.9  39.9   2   3   2.9e-71   2.3e-68  229.5  12.6    82   409   342   676   257   679 0.77 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO73444.1           -           1127 2430at5820           -            789  1.4e-145  484.9  39.9   3   3   2.4e-83   1.9e-80  269.5   8.6   411   777   747  1110   733  1123 0.90 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16, putative [Plasmodium vivax]
SCO71286.1           -            824 2430at5820           -            789   2.1e-89  299.1  15.2   1   5     5e-08   3.9e-05   20.4   0.1   169   208     3    42     1    53 0.89 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 2430at5820           -            789   2.1e-89  299.1  15.2   2   5   8.3e-42   6.5e-39  132.1   0.1   219   378    76   236    67   243 0.97 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
