#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73497.1           -            367 7557at5820           -            335  6.6e-221  730.6   7.0   1   1  9.5e-224  7.5e-221  730.4   7.0     1   335     1   351     1   351 0.97 GTP-binding protein, putative [Plasmodium vivax]
SCO73107.1           -            365 7557at5820           -            335  3.1e-121  402.9   2.0   1   1  4.7e-124  3.7e-121  402.7   2.0     1   333     1   348     1   350 0.94 ribosome-interacting GTPase 1, putative [Plasmodium vivax]
SCO71369.1           -            636 7557at5820           -            335   2.6e-08   31.7   0.5   1   2      0.21   1.7e+02   -0.5   0.2   226   268   399   440   394   454 0.72 GTP-binding protein, putative [Plasmodium vivax]
SCO71369.1           -            636 7557at5820           -            335   2.6e-08   31.7   0.5   2   2     2e-10   1.6e-07   29.1   0.0    63   162   454   563   440   567 0.73 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 7557at5820           -            335   2.4e-06   25.3   2.3   1   2   2.8e-08   2.2e-05   22.1   0.0    65   101   226   262   191   275 0.85 GTP-binding protein, putative [Plasmodium vivax]
SCO74949.1           -            570 7557at5820           -            335   2.4e-06   25.3   2.3   2   2     0.091        72    0.7   1.0   242   312   366   437   337   450 0.67 GTP-binding protein, putative [Plasmodium vivax]
SCO73728.1           -            713 7557at5820           -            335     4e-06   24.5   0.3   1   2       1.6   1.3e+03   -3.4   0.0    10    30    21    41    16    52 0.76 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO73728.1           -            713 7557at5820           -            335     4e-06   24.5   0.3   2   2   1.2e-08   9.2e-06   23.4   0.1    63   147   172   261   167   350 0.83 nucleolar GTP-binding protein 1, putative [Plasmodium vivax]
SCO74841.1           -            518 7557at5820           -            335   0.00084   16.9   0.5   1   2      0.53   4.2e+02   -1.8   0.0   163   163   251   251   216   287 0.54 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO74841.1           -            518 7557at5820           -            335   0.00084   16.9   0.5   2   2   3.3e-06    0.0026   15.3   0.1    53   117   312   377   305   390 0.83 nucleolar GTP-binding protein 2, putative [Plasmodium vivax]
SCO71256.1           -            747 7557at5820           -            335     0.006   14.1   0.0   1   1   1.5e-05     0.012   13.2   0.0    64   151   408   499   399   508 0.86 GTP-binding protein, putative [Plasmodium vivax]
SCO74724.1           -            499 7557at5820           -            335    0.0081   13.7   0.0   1   1   2.5e-05      0.02   12.4   0.0    63   145   106   195   102   211 0.67 GTPase Era, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7557at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7557at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7557at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:00:58 2026
# [ok]
