#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74982.1           -           1103 1979at5820           -            957         0 1943.1 105.3   1   4         0         0 1500.0  60.1     1   694     1   715     1   722 0.98 DNA repair helicase, putative [Plasmodium vivax]
SCO74982.1           -           1103 1979at5820           -            957         0 1943.1 105.3   2   4   1.2e-87   2.4e-84  282.4  19.0   692   842   738   917   732   925 0.97 DNA repair helicase, putative [Plasmodium vivax]
SCO74982.1           -           1103 1979at5820           -            957         0 1943.1 105.3   3   4   1.3e-27   2.8e-24   83.7   3.9   835   898   935   998   917  1002 0.90 DNA repair helicase, putative [Plasmodium vivax]
SCO74982.1           -           1103 1979at5820           -            957         0 1943.1 105.3   4   4   1.3e-30   2.7e-27   93.6   0.8   888   957  1030  1103  1013  1103 0.89 DNA repair helicase, putative [Plasmodium vivax]
SCO72101.1           -           1026 1979at5820           -            957   4.3e-48  162.5  23.4   1   3   6.6e-11   1.4e-07   28.4   0.1    21    77     4    61     2    94 0.88 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO72101.1           -           1026 1979at5820           -            957   4.3e-48  162.5  23.4   2   3   2.5e-10   5.3e-07   26.5   3.6   180   309   245   385   232   397 0.77 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO72101.1           -           1026 1979at5820           -            957   4.3e-48  162.5  23.4   3   3   3.7e-37   7.8e-34  115.3   8.2   475   744   698   962   588   981 0.85 TFIIH basal transcription factor complex helicase XPD subunit, putative [Plasmodium vivax]
SCO74143.1           -           1066 1979at5820           -            957   7.6e-30  102.1  24.1   1   5      0.34     7e+02   -3.7   0.0    25    51     8    34     7    36 0.89 DEAD box helicase, putative [Plasmodium vivax]
SCO74143.1           -           1066 1979at5820           -            957   7.6e-30  102.1  24.1   2   5   6.5e-06     0.014   11.9   0.3   112   189   227   301   215   309 0.73 DEAD box helicase, putative [Plasmodium vivax]
SCO74143.1           -           1066 1979at5820           -            957   7.6e-30  102.1  24.1   3   5   2.2e-13   4.6e-10   36.6   2.5   212   288   362   438   350   469 0.89 DEAD box helicase, putative [Plasmodium vivax]
SCO74143.1           -           1066 1979at5820           -            957   7.6e-30  102.1  24.1   4   5   1.2e-13   2.5e-10   37.4   3.4   475   671   664   885   651   889 0.73 DEAD box helicase, putative [Plasmodium vivax]
SCO74143.1           -           1066 1979at5820           -            957   7.6e-30  102.1  24.1   5   5   1.5e-10   3.1e-07   27.2   0.0   702   749   941   988   933  1008 0.83 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1979at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1979at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1979at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:11 2026
# [ok]
