#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71662.1           -            590 6506at5820           -            426    7e-221  732.3  85.2   1   4    0.0029         3    5.4   0.7     1    21     8    29     8    51 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71662.1           -            590 6506at5820           -            426    7e-221  732.3  85.2   2   4   3.9e-31   4.1e-28   97.2  10.6    19    76    57   114    43   118 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71662.1           -            590 6506at5820           -            426    7e-221  732.3  85.2   3   4   3.2e-97   3.3e-94  314.9  23.0    76   255   138   329   135   341 0.96 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71662.1           -            590 6506at5820           -            426    7e-221  732.3  85.2   4   4  3.5e-102   3.7e-99  331.3  29.2   250   425   408   587   405   588 0.97 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6506at5820           -            426   3.7e-09   34.8   1.3   1   3      0.25   2.6e+02   -1.0   0.0   353   391    87   126    51   131 0.67 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6506at5820           -            426   3.7e-09   34.8   1.3   2   3   4.4e-06    0.0046   14.7   0.1   307   340   132   165   106   173 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 6506at5820           -            426   3.7e-09   34.8   1.3   3   3   3.9e-07   0.00041   18.1   0.0   264   401   174   307   166   317 0.82 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71232.1           -            322 6506at5820           -            426    0.0011   16.7   0.2   1   3     0.015        16    3.0   0.0   312   396    38   122     4   131 0.67 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 6506at5820           -            426    0.0011   16.7   0.2   2   3    0.0067         7    4.2   0.0   266   328   127   190   112   205 0.80 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 6506at5820           -            426    0.0011   16.7   0.2   3   3   0.00084      0.88    7.1   0.0   352   376   294   319   252   322 0.68 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71705.1           -            706 6506at5820           -            426    0.0034   15.1   8.3   1   2   1.6e-05     0.016   12.8   3.5   293   361   185   250   137   276 0.76 WD repeat-containing protein 70, putative [Plasmodium vivax]
SCO71705.1           -            706 6506at5820           -            426    0.0034   15.1   8.3   2   2     0.017        18    2.8   3.1   253   327   245   328   232   348 0.72 WD repeat-containing protein 70, putative [Plasmodium vivax]
SCO71635.1           -            642 6506at5820           -            426      0.19    9.3   2.3   1   2     0.004       4.1    4.9   0.7   322   387   318   384   313   398 0.87 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 6506at5820           -            426      0.19    9.3   2.3   2   2     0.015        16    3.0   0.0   286   328   414   457   394   472 0.76 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   1   7      0.64   6.7e+02   -2.4   0.1   316   330    32    46    24    49 0.62 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   2   7      0.58   6.1e+02   -2.2   0.1    90   245   342   371   290   391 0.54 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   3   7     0.072        76    0.8   0.1   223   248   416   441   404   445 0.88 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   4   7     0.046        48    1.4   0.0   293   327   449   482   442   493 0.76 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   5   7   0.00011      0.11   10.1   0.1   255   327   526   602   520   617 0.67 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   6   7      0.03        31    2.0   0.1   296   332   617   653   605   665 0.67 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 6506at5820           -            426       1.2    6.8  19.1   7   7      0.12   1.2e+02    0.1   1.0   221   327   719   825   701   836 0.53 periodic tryptophan protein 2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6506at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6506at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6506at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:50:37 2026
# [ok]
