#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71354.1           -            269 10779at5820          -            230  7.1e-140  463.0  34.8   1   2   6.4e-89   1.6e-86  288.5  25.8     1   148     9   159     9   172 0.96 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 10779at5820          -            230  7.1e-140  463.0  34.8   2   2   8.2e-56     2e-53  180.2   1.7   147   230   178   261   166   261 0.97 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO75490.1           -            885 10779at5820          -            230   2.2e-25   88.4  10.5   1   4   3.2e-09   7.8e-07   27.7   0.0   159   220    18    79    12    85 0.94 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 10779at5820          -            230   2.2e-25   88.4  10.5   2   4   1.5e-06   0.00036   19.0   0.2   158   220   105   166    97   178 0.89 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 10779at5820          -            230   2.2e-25   88.4  10.5   3   4   2.1e-08     5e-06   25.1   0.4   145   220   183   253   170   258 0.81 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO75490.1           -            885 10779at5820          -            230   2.2e-25   88.4  10.5   4   4   4.2e-07    0.0001   20.8   0.2   148   218   438   509   421   516 0.76 polyadenylate-binding protein, putative [Plasmodium vivax]
SCO74967.1           -            503 10779at5820          -            230   6.1e-13   47.7   5.2   1   3     0.038       9.2    4.6   0.1   161   219    86   144    81   153 0.89 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 10779at5820          -            230   6.1e-13   47.7   5.2   2   3   1.1e-08   2.5e-06   26.0   0.5   144   220   165   242   151   250 0.85 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 10779at5820          -            230   6.1e-13   47.7   5.2   3   3   5.2e-06    0.0013   17.2   0.0   167   219   404   456   394   467 0.88 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO73492.1           -            513 10779at5820          -            230   1.5e-12   46.4   0.1   1   3    0.0011      0.26    9.7   0.1   165   220    96   151     8   159 0.92 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 10779at5820          -            230   1.5e-12   46.4   0.1   2   3   1.4e-05    0.0034   15.8   0.0   161   220   191   250   178   256 0.90 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 10779at5820          -            230   1.5e-12   46.4   0.1   3   3   5.9e-06    0.0014   17.1   0.0   121   221   331   436   310   445 0.77 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO72209.1           -            250 10779at5820          -            230   1.7e-12   46.3   0.9   1   2   3.3e-07   7.9e-05   21.2   0.0   153   228    17    91     7    93 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 10779at5820          -            230   1.7e-12   46.3   0.9   2   2   1.1e-07   2.7e-05   22.7   1.6   132   230   147   244   109   244 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 10779at5820          -            230   1.2e-11   43.5   0.6   1   2   1.8e-06   0.00043   18.8   0.0   151   219    14    82     2    89 0.88 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 10779at5820          -            230   1.2e-11   43.5   0.6   2   2   8.1e-08     2e-05   23.1   0.1   159   222   109   171    91   179 0.87 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO73478.1           -            392 10779at5820          -            230   4.1e-11   41.7   1.2   1   3      0.23        55    2.1   0.1   156   221    17    77     1    86 0.71 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 10779at5820          -            230   4.1e-11   41.7   1.2   2   3   6.5e-07   0.00016   20.2   0.0   151   220   112   180    96   185 0.91 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 10779at5820          -            230   4.1e-11   41.7   1.2   3   3   6.8e-06    0.0016   16.9   0.1   147   226   199   277   182   281 0.76 poly(A)-binding protein, putative [Plasmodium vivax]
SCO72166.1           -            318 10779at5820          -            230     2e-08   32.9   2.8   1   1   1.2e-10     3e-08   32.3   2.4   147   228    74   157    36   159 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 10779at5820          -            230   4.3e-08   31.8   0.0   1   2   3.8e-08   9.1e-06   24.2   0.0   159   220     9    69     3    75 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 10779at5820          -            230   4.3e-08   31.8   0.0   2   2     0.021         5    5.5   0.0   162   223   160   218   154   222 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO71964.1           -            475 10779at5820          -            230   3.2e-07   29.0   7.5   1   2    0.0043         1    7.7   0.3   156   212    94   149    82   161 0.85 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO71964.1           -            475 10779at5820          -            230   3.2e-07   29.0   7.5   2   2   4.5e-08   1.1e-05   24.0   2.1   150   214   296   363   266   369 0.77 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO73700.1           -            153 10779at5820          -            230   5.6e-07   28.2   1.7   1   1   2.7e-09   6.4e-07   28.0   1.7   131   224    34   127    16   133 0.84 RNA and export factor binding protein, putative [Plasmodium vivax]
