#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72425.1           -            498 5643at5820           -            472  1.2e-282  936.1   9.3   1   1  5.8e-285  1.7e-282  935.6   9.3     1   472     1   497     1   497 0.96 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72485.1           -            595 5643at5820           -            472   1.7e-21   75.0   5.3   1   4       2.4   6.9e+02   -2.8   5.1    96   185    54   145    43   207 0.69 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 5643at5820           -            472   1.7e-21   75.0   5.3   2   4   6.1e-08   1.8e-05   22.2   0.0   342   396   296   353   284   355 0.89 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 5643at5820           -            472   1.7e-21   75.0   5.3   3   4   6.3e-10   1.8e-07   28.8   0.0   228   319   352   440   352   443 0.90 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 5643at5820           -            472   1.7e-21   75.0   5.3   4   4   1.5e-13   4.2e-11   40.7   1.2   238   362   404   529   402   575 0.76 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72943.1           -            660 5643at5820           -            472   3.2e-20   70.8  13.6   1   4   1.9e-11   5.3e-09   33.8   0.1   360   454   113   215    89   221 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 5643at5820           -            472   3.2e-20   70.8  13.6   2   4   3.2e-10   9.2e-08   29.7   1.8   214   394   341   523   337   534 0.77 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 5643at5820           -            472   3.2e-20   70.8  13.6   3   4     0.003      0.85    6.7   0.1   371   396   542   567   531   575 0.82 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 5643at5820           -            472   3.2e-20   70.8  13.6   4   4    0.0034      0.98    6.5   0.1   364   394   626   659   609   660 0.79 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO71271.1           -            324 5643at5820           -            472   2.7e-19   67.7   9.7   1   3   5.4e-11   1.5e-08   32.3   1.3   269   411    20   163    15   175 0.79 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 5643at5820           -            472   2.7e-19   67.7   9.7   2   3   2.4e-07   6.8e-05   20.3   0.1   338   396   173   234   162   245 0.83 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 5643at5820           -            472   2.7e-19   67.7   9.7   3   3   2.2e-07   6.3e-05   20.4   0.1   334   393   261   322   252   324 0.82 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71232.1           -            322 5643at5820           -            472   1.6e-16   58.6   3.7   1   3   2.5e-11   7.2e-09   33.4   3.3   239   397    18   189    13   196 0.70 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 5643at5820           -            472   1.6e-16   58.6   3.7   2   3   2.8e-07     8e-05   20.0   0.0   347   437   178   277   164   288 0.75 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 5643at5820           -            472   1.6e-16   58.6   3.7   3   3     0.023       6.5    3.8   0.0   336   359   297   320   281   322 0.84 receptor for activated c kinase, putative [Plasmodium vivax]
SCO73245.1           -            646 5643at5820           -            472   6.3e-16   56.6   4.5   1   2      0.74   2.1e+02   -1.2   9.6   114   157   210   254   186   310 0.76 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 5643at5820           -            472   6.3e-16   56.6   4.5   2   2   2.2e-18   6.3e-16   56.6   4.5   207   433   373   608   363   618 0.84 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73788.1           -           1399 5643at5820           -            472   1.2e-13   49.2  11.9   1   3   2.5e-10   7.2e-08   30.1   0.6   213   316    65   165     6   182 0.88 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 5643at5820           -            472   1.2e-13   49.2  11.9   2   3     1e-07   2.9e-05   21.5   0.2   237   356   245   364   230   369 0.78 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 5643at5820           -            472   1.2e-13   49.2  11.9   3   3     0.054        16    2.6   1.0   280   390   541   650   512   682 0.77 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73958.1           -            644 5643at5820           -            472   1.9e-12   45.1   1.1   1   4      0.75   2.1e+02   -1.2   0.1    94   159   143   211    99   242 0.74 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 5643at5820           -            472   1.9e-12   45.1   1.1   2   4     0.032       9.1    3.4   0.8   335   400   251   323   241   330 0.70 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 5643at5820           -            472   1.9e-12   45.1   1.1   3   4   6.8e-15   1.9e-12   45.1   1.1   232   396   422   590   418   600 0.83 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 5643at5820           -            472   1.9e-12   45.1   1.1   4   4       1.4     4e+02   -2.1   0.0   371   393   607   629   599   638 0.71 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73654.1           -            539 5643at5820           -            472   2.6e-12   44.7  10.8   1   2   2.4e-07   6.9e-05   20.2   2.1   240   327   192   278   184   285 0.82 cleavage stimulation factor subunit 1, putative [Plasmodium vivax]
SCO73654.1           -            539 5643at5820           -            472   2.6e-12   44.7  10.8   2   2   3.2e-10   9.2e-08   29.7   1.4   269   400   285   427   281   444 0.78 cleavage stimulation factor subunit 1, putative [Plasmodium vivax]
SCO75449.1           -            612 5643at5820           -            472   4.8e-10   37.2  20.8   1   3       7.2   2.1e+03   -4.4   0.8   148   208   229   289   200   293 0.60 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
