#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   1  17   7.2e-05      0.45    6.3   0.3     1    16     1    16     1    20 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   2  17   1.8e-93   1.1e-89  300.1  22.0    15   191    80   267    77   277 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   3  17   2.7e-06     0.017   11.1   0.1   187   215   294   322   281   372 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   4  17   4.9e-36   3.1e-32  109.6   0.4   227   307   455   543   444   549 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   5  17   5.3e-56   3.3e-52  175.8   9.2   298   412   600   723   591   734 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   6  17  3.6e-108  2.3e-104  348.8  31.1   407   612   780   997   774  1001 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   7  17   1.6e-31   9.8e-28   94.7   9.2   611   673  1097  1159  1077  1169 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   8  17   9.6e-29   6.1e-25   85.5   7.1   672   735  1300  1363  1290  1365 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8   9  17   4.8e-64     3e-60  202.5  16.3   735   873  1396  1552  1387  1564 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  10  17   2.7e-12   1.7e-08   30.9   0.1   871   917  1621  1672  1617  1701 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  11  17   2.7e-42   1.7e-38  130.4   0.4   932  1053  1739  1872  1713  1876 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  12  17   5.6e-56   3.5e-52  175.8  12.8  1051  1181  1921  2059  1918  2066 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  13  17   2.1e-07    0.0013   14.7   0.0  1173  1217  2108  2160  2106  2167 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  14  17   5.9e-91   3.7e-87  291.7  20.8  1218  1376  2217  2378  2214  2385 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  15  17   7.2e-66   4.5e-62  208.6   7.4  1375  1541  2420  2635  2407  2653 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  16  17   2.1e-39   1.3e-35  120.8  29.5  1544  1664  2754  2909  2748  2923 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74339.1           -           3120 376at5820            -           1789         0 2454.0 286.8  17  17   6.1e-68   3.8e-64  215.4  16.0  1655  1789  2964  3120  2940  3120 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/376at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:40:31 2026
# [ok]
