#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75703.1           -            209 12243at5820          -            188  9.1e-109  360.1   4.5   1   1  2.2e-111  1.1e-108  359.9   4.5     1   188     5   209     5   209 0.95 myosin A tail domain interacting protein, putative [Plasmodium vivax]
SCO74740.1           -            149 12243at5820          -            188   1.7e-12   46.2   1.2   1   2   0.00015     0.072   11.5   0.0   124   174     9    59     3    69 0.86 calmodulin, putative [Plasmodium vivax]
SCO74740.1           -            149 12243at5820          -            188   1.7e-12   46.2   1.2   2   2   1.1e-11   5.3e-09   34.8   0.3   106   184    64   144    55   148 0.85 calmodulin, putative [Plasmodium vivax]
SCO70623.1           -            168 12243at5820          -            188   5.8e-11   41.2   1.5   1   1   1.4e-13     7e-11   40.9   1.5    51   170    18   144     4   159 0.77 centrin-1, putative [Plasmodium vivax]
SCO73590.1           -            140 12243at5820          -            188   9.7e-11   40.4   0.7   1   1   2.3e-13   1.1e-10   40.2   0.7    63   187    11   138     1   139 0.74 troponin c-like protein, putative [Plasmodium vivax]
SCO72548.1           -            167 12243at5820          -            188   3.9e-10   38.5   4.1   1   2    0.0052       2.5    6.5   0.1   121   165    12    56     2    61 0.80 centrin-4, putative [Plasmodium vivax]
SCO72548.1           -            167 12243at5820          -            188   3.9e-10   38.5   4.1   2   2   5.4e-11   2.6e-08   32.5   1.9    97   176    61   141    44   154 0.85 centrin-4, putative [Plasmodium vivax]
SCO71647.1           -            179 12243at5820          -            188     6e-10   37.9   1.5   1   1   1.5e-12   7.3e-10   37.6   1.5    52   174    33   159    12   171 0.77 centrin-3, putative [Plasmodium vivax]
SCO71678.1           -            236 12243at5820          -            188   8.6e-08   30.8   7.0   1   3    0.0081       3.9    5.9   0.1   126   172    11    57     4    68 0.83 calmodulin, putative [Plasmodium vivax]
SCO71678.1           -            236 12243at5820          -            188   8.6e-08   30.8   7.0   2   3     0.024        12    4.3   0.0    53    88    44    79    38    97 0.84 calmodulin, putative [Plasmodium vivax]
SCO71678.1           -            236 12243at5820          -            188   8.6e-08   30.8   7.0   3   3   2.2e-09   1.1e-06   27.3   1.6   103   183   147   229   104   233 0.87 calmodulin, putative [Plasmodium vivax]
SCO74449.1           -            168 12243at5820          -            188   9.4e-08   30.7   0.2   1   2      0.19        93    1.4   0.0   122   154    23    55    19    64 0.84 centrin-2, putative [Plasmodium vivax]
SCO74449.1           -            168 12243at5820          -            188   9.4e-08   30.7   0.2   2   2   2.2e-09   1.1e-06   27.2   0.1   104   170    78   144    67   160 0.88 centrin-2, putative [Plasmodium vivax]
SCO72673.1           -            662 12243at5820          -            188   1.8e-05   23.2   0.5   1   5       1.3   6.1e+02   -1.3   0.0   120   155   225   261   196   271 0.75 myosin light chain B, putative [Plasmodium vivax]
SCO72673.1           -            662 12243at5820          -            188   1.8e-05   23.2   0.5   2   5       5.5   2.7e+03   -3.4   0.0    76   102   282   311   272   322 0.67 myosin light chain B, putative [Plasmodium vivax]
SCO72673.1           -            662 12243at5820          -            188   1.8e-05   23.2   0.5   3   5       4.6   2.2e+03   -3.1   0.1    51    86   338   373   333   384 0.65 myosin light chain B, putative [Plasmodium vivax]
SCO72673.1           -            662 12243at5820          -            188   1.8e-05   23.2   0.5   4   5       1.8   8.5e+02   -1.8   0.3    49    96   473   522   456   553 0.65 myosin light chain B, putative [Plasmodium vivax]
SCO72673.1           -            662 12243at5820          -            188   1.8e-05   23.2   0.5   5   5   3.8e-08   1.8e-05   23.2   0.5   107   178   574   648   554   654 0.78 myosin light chain B, putative [Plasmodium vivax]
SCO70858.1           -            529 12243at5820          -            188     0.004   15.6   0.6   1   2    0.0065       3.1    6.2   0.1   109   148   363   402   333   423 0.82 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO70858.1           -            529 12243at5820          -            188     0.004   15.6   0.6   2   2    0.0041         2    6.8   0.1   105   151   440   488   428   524 0.78 calcium-dependent protein kinase 4, putative [Plasmodium vivax]
SCO73801.1           -            158 12243at5820          -            188    0.0048   15.4   5.4   1   1   1.2e-05    0.0057   15.1   5.4    51   185    19   154     3   157 0.75 calcium-binding protein, putative [Plasmodium vivax]
SCO74882.1           -            136 12243at5820          -            188    0.0058   15.1   0.2   1   1   1.4e-05    0.0068   14.9   0.2    90   165    36   111     9   131 0.71 calmodulin, putative [Plasmodium vivax]
SCO75368.1           -            111 12243at5820          -            188      0.01   14.3   0.1   1   1   2.7e-05     0.013   14.0   0.1    60   116    46   102    40   110 0.82 50S ribosomal protein L33, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12243at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12243at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12243at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:08 2026
# [ok]
