#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75449.1           -            612 4427at5820           -            502         0 1031.3  52.9   1   2   1.4e-63   3.8e-61  205.7  20.7    10   142    44   198    40   234 0.82 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO75449.1           -            612 4427at5820           -            502         0 1031.3  52.9   2   2  1.7e-252  4.3e-250  828.9  25.9   126   502   232   612   213   612 0.95 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO73165.1           -           1236 4427at5820           -            502   2.8e-15   54.4  17.7   1   1   2.5e-17   6.6e-15   53.1  17.7   205   502   902  1201   889  1201 0.85 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO72943.1           -            660 4427at5820           -            502   3.6e-15   54.0  12.4   1   4   8.6e-08   2.2e-05   21.7   0.0   211   307   120   215   109   221 0.83 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 4427at5820           -            502   3.6e-15   54.0  12.4   2   4     0.026       6.7    3.6   1.8   232   369   344   479   328   482 0.57 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 4427at5820           -            502   3.6e-15   54.0  12.4   3   4     9e-09   2.4e-06   24.9   3.1   159   286   428   566   412   582 0.71 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 4427at5820           -            502   3.6e-15   54.0  12.4   4   4    0.0018      0.48    7.4   0.1   426   459   628   659   617   660 0.88 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO71271.1           -            324 4427at5820           -            502   8.1e-15   52.8   7.2   1   3     8e-09   2.1e-06   25.1   0.2   212   288    36   111    27   114 0.90 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 4427at5820           -            502   8.1e-15   52.8   7.2   2   3   3.3e-07   8.7e-05   19.7   1.6   249   369   114   232   110   238 0.86 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 4427at5820           -            502   8.1e-15   52.8   7.2   3   3   0.00024     0.063   10.3   0.0   431   500   253   321   248   323 0.76 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO72485.1           -            595 4427at5820           -            502   1.6e-13   48.6   9.8   1   1   6.1e-16   1.6e-13   48.6   9.8   231   501   298   572   273   573 0.81 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
