#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   1   8   5.4e-50   1.7e-46  157.3   8.1     2   124    34   170    33   178 0.90 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   2   8     1e-18   3.3e-15   53.9   0.0   124   165   203   244   199   251 0.94 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   3   8     2e-15   6.2e-12   43.1   0.5   164   215   274   334   266   339 0.85 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   4   8   4.6e-47   1.4e-43  147.6   9.6   209   299   463   553   446   556 0.92 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   5   8     2e-54   6.4e-51  171.9   2.5   300   401   587   695   584   699 0.93 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   6   8     9e-47   2.8e-43  146.6   2.8   398   482   850   934   833   941 0.92 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   7   8   6.9e-52   2.2e-48  163.5   0.0   481   583   962  1067   958  1070 0.95 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO71720.1           -           1156 3333at5820           -            635  9.2e-285  944.4  57.1   8   8     4e-27   1.3e-23   81.7   0.0   574   634  1096  1155  1092  1156 0.93 U2 snRNA/tRNA pseudouridine synthase, putative [Plasmodium vivax]
SCO70702.1           -            907 3333at5820           -            635   8.3e-18   62.5  21.7   1   5   0.00032         1    6.1   0.0    25    48    75    98    58   106 0.85 tRNA pseudouridine synthase D, putative [Plasmodium vivax]
SCO70702.1           -            907 3333at5820           -            635   8.3e-18   62.5  21.7   2   5   9.1e-20   2.9e-16   57.4  11.4   233   384   162   331   154   364 0.75 tRNA pseudouridine synthase D, putative [Plasmodium vivax]
SCO70702.1           -            907 3333at5820           -            635   8.3e-18   62.5  21.7   3   5    0.0021       6.5    3.4   0.0   448   484   507   543   490   564 0.81 tRNA pseudouridine synthase D, putative [Plasmodium vivax]
SCO70702.1           -            907 3333at5820           -            635   8.3e-18   62.5  21.7   4   5       0.4   1.3e+03   -4.2   0.0   492   506   587   601   584   603 0.79 tRNA pseudouridine synthase D, putative [Plasmodium vivax]
SCO70702.1           -            907 3333at5820           -            635   8.3e-18   62.5  21.7   5   5      0.06   1.9e+02   -1.4   0.2    73    87   686   700   637   756 0.52 tRNA pseudouridine synthase D, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3333at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3333at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:24 2026
# [ok]
