#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   1   8   9.3e-84   9.7e-81  270.5   2.9     3   174     5   189     3   195 0.92 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   2   8   5.3e-26   5.5e-23   79.3   0.1   174   239   279   345   263   353 0.92 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   3   8   1.4e-16   1.5e-13   48.0   1.0   239   276   371   409   368   416 0.89 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   4   8   4.1e-69   4.3e-66  222.0   6.1   276   417   533   683   530   688 0.95 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   5   8  4.9e-108  5.1e-105  350.9   0.6   417   666   707  1004   702  1010 0.87 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   6   8   8.5e-09   8.9e-06   22.3   0.2   667   721  1042  1102  1039  1170 0.68 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   7   8   6.1e-34   6.4e-31  105.5  12.7   739   868  1595  1764  1555  1769 0.73 myosin E, putative [Plasmodium vivax]
SCO73718.1           -           1974 719at5820            -           1037         0 1401.3  82.7   8   8  1.9e-103    2e-100  335.7  12.6   868  1037  1804  1974  1799  1974 0.98 myosin E, putative [Plasmodium vivax]
SCO73971.1           -            817 719at5820            -           1037   8.9e-87  290.5  13.7   1   2   4.8e-86     5e-83  278.1   6.0    12   560    35   625    26   639 0.79 myosin A, putative [Plasmodium vivax]
SCO73971.1           -            817 719at5820            -           1037   8.9e-87  290.5  13.7   2   2   4.1e-07   0.00042   16.7   0.8   603   703   646   771   635   805 0.65 myosin A, putative [Plasmodium vivax]
SCO73315.1           -            800 719at5820            -           1037   1.9e-72  243.1  63.1   1   1   6.2e-72   6.5e-69  231.3  63.1    12   713    29   758    19   795 0.79 myosin B, putative [Plasmodium vivax]
SCO74096.1           -           1983 719at5820            -           1037   1.4e-46  157.4   1.8   1   2   1.6e-33   1.7e-30  104.1   0.0    32   253    35   275    12   281 0.79 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 719at5820            -           1037   1.4e-46  157.4   1.8   2   2   3.1e-16   3.2e-13   46.9   0.3   325   562   410   680   375   758 0.78 myosin C, putative [Plasmodium vivax]
SCO72888.1           -           1716 719at5820            -           1037   1.9e-27   94.1  63.0   1   6   3.8e-14     4e-11   40.0   5.6    57   174    91   222    28   235 0.81 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 719at5820            -           1037   1.9e-27   94.1  63.0   2   6   1.3e-16   1.4e-13   48.1   0.4   181   277   345   441   334   446 0.84 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 719at5820            -           1037   1.9e-27   94.1  63.0   3   6      0.32   3.4e+02   -2.8   0.0   294   321   555   582   542   591 0.71 myosin F, putative [Plasmodium vivax]
SCO72888.1           -           1716 719at5820            -           1037   1.9e-27   94.1  63.0   4   6   7.5e-09   7.9e-06   22.5  13.6   418   551   743   912   738   930 0.64 myosin F, putative [Plasmodium vivax]
