#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   1   9   2.1e-93   2.2e-90  302.2  31.2     1   229    13   264    13   269 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   2   9  4.6e-208  4.8e-205  682.5  68.9   219   687   294   827   290   833 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   3   9     4e-06    0.0042   12.8   0.2   682   706   860   884   846   888 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   4   9  2.1e-162  2.2e-159  531.0  32.3   706  1046   936  1302   932  1314 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   5   9  1.6e-156  1.7e-153  511.5  21.7  1042  1321  1426  1706  1421  1719 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   6   9   8.1e-56   8.5e-53  177.6   1.8  1316  1421  1733  1854  1729  1858 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   7   9  7.1e-262  7.5e-259  860.9  27.7  1421  1841  1939  2370  1932  2386 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   8   9   9.8e-52     1e-48  164.1   9.0  1840  1966  2415  2549  2408  2561 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75101.1           -           2656 327at5820            -           1976         0 3211.4 250.0   9   9      0.13   1.4e+02   -2.2   0.1  1939  1971  2577  2609  2568  2613 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72247.1           -           1761 327at5820            -           1976   1.6e-51  173.4  52.3   1   6      0.12   1.2e+02   -2.0   1.1  1103  1204    93   193    49   208 0.75 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 327at5820            -           1976   1.6e-51  173.4  52.3   2   6    0.0029       3.1    3.3   2.1   359  1313   312   398   291   406 0.56 DNA2/NAM7 helicase, putative [Plasmodium vivax]
