#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71995.1           -            202 11831at5820          -            156   3.3e-96  317.8   2.7   1   1   1.1e-98   5.9e-96  317.0   2.7     1   156    25   202    25   202 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO73492.1           -            513 11831at5820          -            156   7.4e-09   34.1   0.1   1   3   0.00097      0.51    8.6   0.0    54    96   104   146    90   158 0.88 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 11831at5820          -            156   7.4e-09   34.1   0.1   2   3   0.00058       0.3    9.3   0.0    53   106   202   252   182   285 0.81 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 11831at5820          -            156   7.4e-09   34.1   0.1   3   3   9.1e-05     0.047   12.0   0.0    57   115   391   450   384   474 0.85 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 11831at5820          -            156   8.4e-09   33.9   0.0   1   2   3.9e-08     2e-05   22.9   0.0    57   114   661   719   626   733 0.89 splicing factor 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 11831at5820          -            156   8.4e-09   33.9   0.0   2   2    0.0014      0.71    8.1   0.0    54    98   760   804   752   824 0.82 splicing factor 1, putative [Plasmodium vivax]
SCO73478.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   1   3     0.019       9.9    4.4   0.1    49    99    29    74     6    94 0.69 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   2   3   0.00029      0.15   10.3   0.0    59   110   139   191    89   206 0.67 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 11831at5820          -            156   1.3e-06   26.8   1.4   3   3   0.00056      0.29    9.4   0.0    54   112   225   283   220   291 0.77 poly(A)-binding protein, putative [Plasmodium vivax]
SCO71964.1           -            475 11831at5820          -            156     4e-05   21.9   2.4   1   2     0.012       6.4    5.0   0.1    70    90   126   146    88   179 0.76 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO71964.1           -            475 11831at5820          -            156     4e-05   21.9   2.4   2   2   3.7e-06    0.0019   16.5   0.4    36   111   293   379   269   396 0.77 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO71923.1           -            340 11831at5820          -            156     8e-05   21.0   3.3   1   3   0.00036      0.19   10.0   0.0    68   105   116   153   101   164 0.79 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71923.1           -            340 11831at5820          -            156     8e-05   21.0   3.3   2   3    0.0011      0.56    8.5   0.0    53    92   185   223   165   241 0.76 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71923.1           -            340 11831at5820          -            156     8e-05   21.0   3.3   3   3      0.21   1.1e+02    1.0   0.4    98   135   254   292   237   305 0.73 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71367.1           -            361 11831at5820          -            156   0.00029   19.1   0.4   1   2      0.32   1.7e+02    0.4   0.0    54    89   134   169    96   190 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO71367.1           -            361 11831at5820          -            156   0.00029   19.1   0.4   2   2   3.4e-06    0.0018   16.6   0.2    16    98   172   261   166   294 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO71354.1           -            269 11831at5820          -            156   0.00031   19.1   1.7   1   2     0.084        44    2.3   0.3    76   122    53    99    40   111 0.80 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 11831at5820          -            156   0.00031   19.1   1.7   2   2   5.9e-06    0.0031   15.8   0.1    45    96   194   246   167   257 0.76 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO75004.1           -            119 11831at5820          -            156   0.00093   17.5   0.0   1   1   2.1e-06    0.0011   17.2   0.0    15    95     8    92     2   108 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO74870.1           -            475 11831at5820          -            156    0.0012   17.1   0.8   1   2   0.00027      0.14   10.4   0.0    52    87    34    69     7   102 0.85 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 11831at5820          -            156    0.0012   17.1   0.8   2   2     0.011       5.7    5.2   0.2    53   109   122   178    88   192 0.78 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74967.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   1   3         2   1.1e+03   -2.2   0.0    52    79    96   123    92   141 0.73 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   2   3     0.042        22    3.3   0.4    53    88   195   229   159   239 0.75 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 11831at5820          -            156    0.0014   16.9   0.0   3   3   2.7e-06    0.0014   16.9   0.0    50   114   406   471   399   492 0.89 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO75286.1           -            124 11831at5820          -            156     0.005   15.1   0.3   1   2   1.6e-05    0.0082   14.4   0.3    54   119    24    91    15   114 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO75286.1           -            124 11831at5820          -            156     0.005   15.1   0.3   2   2       2.6   1.4e+03   -2.5   0.0    13    24   102   113    96   120 0.69 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11831at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:52 2026
# [ok]
