#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72932.1           -            207 11817at5820          -            183  2.6e-125  413.7   2.5   1   1  8.8e-128  3.3e-125  413.4   2.5     1   183     1   192     1   192 0.98 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO73228.1           -            200 11817at5820          -            183   2.5e-47  159.6   3.5   1   1     8e-50     3e-47  159.3   3.5    11   175     8   172     1   178 0.97 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO70625.1           -            194 11817at5820          -            183   2.9e-43  146.3   0.1   1   1     1e-45   3.9e-43  145.9   0.1    18   173    14   169     9   177 0.98 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO73987.1           -            229 11817at5820          -            183   6.8e-41  138.6   0.5   1   1   2.5e-43   9.2e-41  138.1   0.5    12   176    10   179     4   184 0.94 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO70475.1           -            201 11817at5820          -            183   6.5e-40  135.4   2.5   1   1   2.2e-42   8.2e-40  135.1   2.5    12   176    11   175     2   182 0.93 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO75283.1           -            203 11817at5820          -            183     4e-39  132.8   2.5   1   1   1.4e-41   5.1e-39  132.5   2.5    12   174    12   175     6   183 0.95 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO73216.1           -            207 11817at5820          -            183   1.3e-38  131.2   1.6   1   1   3.9e-41   1.5e-38  131.0   1.6    11   172    12   173     1   181 0.96 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO75183.1           -            205 11817at5820          -            183   1.6e-38  130.9   0.2   1   1   5.1e-41   1.9e-38  130.6   0.2     3   172    24   192    22   201 0.95 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO75558.1           -            213 11817at5820          -            183   5.8e-38  129.0   0.3   1   1   1.9e-40   6.9e-38  128.8   0.3    12   178     8   173     4   180 0.96 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO71079.1           -            245 11817at5820          -            183   6.2e-34  115.9   4.7   1   2   1.7e-10   6.4e-08   31.1   0.1    11    57     6    52     2    61 0.91 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO71079.1           -            245 11817at5820          -            183   6.2e-34  115.9   4.7   2   2   2.4e-27   8.7e-25   86.1   1.4    47   177    87   216    68   221 0.88 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO71786.1           -            206 11817at5820          -            183   1.2e-32  111.7   0.7   1   1   3.8e-35   1.4e-32  111.5   0.7    12   172     9   174     1   182 0.90 ras-related protein RAB7, putative [Plasmodium vivax]
SCO72663.1           -            214 11817at5820          -            183   3.2e-24   84.2   0.0   1   1   1.1e-26   4.2e-24   83.8   0.0    10   175     8   170     2   179 0.93 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO71580.1           -            181 11817at5820          -            183   2.1e-09   36.0   0.2   1   1   7.3e-12   2.7e-09   35.6   0.2    13   174    19   179    10   181 0.82 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO71717.1           -            178 11817at5820          -            183   1.1e-07   30.4   0.5   1   1   3.7e-10   1.4e-07   30.0   0.5    13   135    19   137    13   169 0.81 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO74494.1           -            185 11817at5820          -            183   2.9e-06   25.7   0.3   1   1   9.7e-09   3.6e-06   25.4   0.3    12   151    17   152    10   178 0.84 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO71420.1           -            191 11817at5820          -            183   4.5e-05   21.8   0.0   1   1     2e-07   7.4e-05   21.1   0.0    13   130    22   135     9   162 0.83 small GTP-binding protein sar1, putative [Plasmodium vivax]
SCO73916.1           -            224 11817at5820          -            183   5.7e-05   21.5   1.4   1   2     0.049        18    3.5   0.1    13    43     5    35     3    66 0.87 GTPase, putative [Plasmodium vivax]
SCO73916.1           -            224 11817at5820          -            183   5.7e-05   21.5   1.4   2   2   3.7e-06    0.0014   17.0   0.2    86   175   113   206   101   212 0.79 GTPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11817at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11817at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11817at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:49 2026
# [ok]
