#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   1   8   2.5e-21   7.1e-19   65.8   2.4     1    55     1    55     1    63 0.96 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   2   8   8.8e-11   2.5e-08   30.9   0.5    49    85    92   128    78   133 0.82 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   3   8   6.6e-79   1.9e-76  256.2  14.0    78   209   158   289   126   293 0.92 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   4   8  9.5e-152  2.7e-149  497.2  11.1   205   439   344   582   321   589 0.95 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   5   8   0.00027     0.077    9.5   0.1   437   461   642   666   636   716 0.82 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   6   8   1.3e-23   3.8e-21   73.3   1.3   467   520   741   794   730   800 0.94 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   7   8     0.003      0.87    6.0   0.0   518   544  1126  1152  1113  1160 0.85 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 1288at5820           -            801         0 1309.1  91.0   8   8  4.5e-120  1.3e-117  392.4  21.0   547   801  1248  1553  1231  1553 0.88 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO74371.1           -            861 1288at5820           -            801   8.9e-18   62.2  12.9   1   1   5.3e-20   1.5e-17   61.4  12.9   114   340   485   700   478   820 0.77 serine/threonine protein kinase KIN, putative [Plasmodium vivax]
SCO70533.1           -            721 1288at5820           -            801   1.4e-17   61.6   2.2   1   1   1.6e-19   4.7e-17   59.8   2.2   110   325   458   663   443   678 0.84 protein kinase, putative [Plasmodium vivax]
SCO72017.1           -           3241 1288at5820           -            801   1.2e-13   48.5   0.3   1   1   6.6e-16   1.9e-13   47.9   0.3   107   299  2938  3133  2935  3180 0.76 protein kinase, putative [Plasmodium vivax]
SCO70874.1           -            310 1288at5820           -            801   1.3e-13   48.4   1.5   1   1   5.1e-16   1.5e-13   48.2   1.5   165   323    64   208     6   276 0.79 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO75228.1           -            368 1288at5820           -            801   1.3e-13   48.4  12.9   1   2       2.7   7.7e+02   -3.8   0.0   594   620    36    64    20    70 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO75228.1           -            368 1288at5820           -            801   1.3e-13   48.4  12.9   2   2   7.3e-16   2.1e-13   47.7  11.7   108   312   106   303    98   318 0.79 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72419.1           -           1600 1288at5820           -            801   2.5e-12   44.2   2.9   1   1   2.9e-14   8.2e-12   42.4   2.9   108   317  1330  1541  1298  1549 0.76 aurora-related kinase 2, putative [Plasmodium vivax]
SCO73518.1           -           4012 1288at5820           -            801   7.4e-12   42.6   2.9   1   1   4.8e-14   1.4e-11   41.7   2.9   110   339  1187  1408  1172  1414 0.81 aurora-related kinase 3, putative [Plasmodium vivax]
SCO72411.1           -            602 1288at5820           -            801   1.6e-11   41.5   0.4   1   1   2.2e-13   6.4e-11   39.5   0.4   108   311   157   348   146   358 0.80 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO73091.1           -            288 1288at5820           -            801   1.7e-11   41.4   0.1   1   1   1.5e-13   4.4e-11   40.1   0.0   221   317   118   211    79   225 0.88 NIMA related kinase 2, putative [Plasmodium vivax]
SCO71430.1           -            612 1288at5820           -            801     4e-11   40.2   6.3   1   1   6.2e-13   1.8e-10   38.0   6.3   107   315   264   467   259   475 0.79 cdc2-related protein kinase 1, putative [Plasmodium vivax]
SCO71073.1           -           1029 1288at5820           -            801   1.1e-10   38.8   0.1   1   1   1.9e-12   5.3e-10   36.5   0.1   131   316   794   962   788   974 0.86 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO74767.1           -            722 1288at5820           -            801   7.5e-10   36.0   1.9   1   1   8.2e-11   2.3e-08   31.0   1.9   114   314    24   220    16   226 0.73 mitogen-activated protein kinase 1, putative [Plasmodium vivax]
SCO75708.1           -            755 1288at5820           -            801   5.5e-09   33.1   0.1   1   1   1.9e-11   5.5e-09   33.1   0.1   175   317   501   626   413   638 0.75 rac-beta serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72289.1           -            325 1288at5820           -            801   2.1e-07   27.9  10.9   1   1   1.2e-08   3.4e-06   23.9  10.9   115   315    15   223     5   231 0.68 MO15-related protein kinase, putative [Plasmodium vivax]
SCO74019.1           -            305 1288at5820           -            801   3.5e-07   27.2   7.8   1   1   2.8e-09     8e-07   26.0   7.8   108   313     7   211     2   222 0.73 CDK-related protein kinase 6, putative [Plasmodium vivax]
SCO73517.1           -            288 1288at5820           -            801   3.7e-07   27.1   0.3   1   2   0.00013     0.037   10.5   0.3   113   192     7    90     2    93 0.83 protein kinase 5 [Plasmodium vivax]
SCO73517.1           -            288 1288at5820           -            801   3.7e-07   27.1   0.3   2   2   7.5e-06    0.0021   14.6   0.0   221   269   105   151    97   201 0.73 protein kinase 5 [Plasmodium vivax]
SCO72109.1           -            341 1288at5820           -            801     1e-05   22.3   2.1   1   1   2.1e-07   6.1e-05   19.7   1.7   150   317    81   228    59   234 0.75 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO73802.1           -            354 1288at5820           -            801   2.3e-05   21.2   0.1   1   1   1.2e-06   0.00034   17.3   0.1   132   313    62   235    54   252 0.74 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72626.1           -            575 1288at5820           -            801   4.5e-05   20.2   2.8   1   1   1.8e-06   0.00051   16.7   2.5   111   274   173   329   166   334 0.63 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO71375.1           -           1590 1288at5820           -            801   7.1e-05   19.5   0.0   1   2    0.0062       1.8    5.0   1.2   107   170   649   718   642   722 0.80 CDK-related kinase 3, putative [Plasmodium vivax]
SCO71375.1           -           1590 1288at5820           -            801   7.1e-05   19.5   0.0   2   2   2.5e-07   7.1e-05   19.5   0.0   220   269   911   958   871  1011 0.81 CDK-related kinase 3, putative [Plasmodium vivax]
SCO72561.1           -           1330 1288at5820           -            801     0.014   12.0   2.9   1   2     0.072        21    1.4   0.3   134   187   799   854   791   867 0.74 protein kinase, putative [Plasmodium vivax]
SCO72561.1           -           1330 1288at5820           -            801     0.014   12.0   2.9   2   2    0.0002     0.056    9.9   0.0   242   266  1109  1133  1076  1140 0.76 protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1288at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1288at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1288at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:30:45 2026
# [ok]
