#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75183.1           -            205 11745at5820          -            167  5.8e-108  356.5   1.3   1   2       4.3   1.6e+03   -2.8   0.1     1     9     1     9     1    14 0.85 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO75183.1           -            205 11745at5820          -            167  5.8e-108  356.5   1.3   2   2  1.6e-110  5.8e-108  356.5   1.3     6   167    28   194    23   194 0.98 ras-related protein Rab-5B, putative [Plasmodium vivax]
SCO70625.1           -            194 11745at5820          -            167   1.5e-38  130.7   0.1   1   1   5.2e-41   1.9e-38  130.3   0.1    17   165    14   168     8   170 0.92 ras-related protein Rab-5C, putative [Plasmodium vivax]
SCO72932.1           -            207 11745at5820          -            167   4.6e-36  122.6   0.0   1   1   1.7e-38   6.2e-36  122.2   0.0     6   165     7   172     4   174 0.91 ras-related protein Rab-6, putative [Plasmodium vivax]
SCO75283.1           -            203 11745at5820          -            167   1.5e-35  120.9   0.3   1   1   5.1e-38   1.9e-35  120.6   0.3     9   166    10   174     5   175 0.92 ras-related protein Rab-11A, putative [Plasmodium vivax]
SCO75558.1           -            213 11745at5820          -            167   4.1e-34  116.2   0.0   1   1   1.7e-36   6.1e-34  115.7   0.0    11   166     8   168     2   169 0.91 ras-related protein Rab-2, putative [Plasmodium vivax]
SCO73228.1           -            200 11745at5820          -            167     5e-34  115.9   0.9   1   1   1.6e-36   6.1e-34  115.7   0.9     6   165     4   169     1   171 0.90 ras-related protein Rab-1B, putative [Plasmodium vivax]
SCO73216.1           -            207 11745at5820          -            167   7.8e-34  115.3   0.2   1   1   2.7e-36     1e-33  114.9   0.2     8   163    10   171     4   175 0.87 ras-related protein Rab-1A, putative [Plasmodium vivax]
SCO71079.1           -            245 11745at5820          -            167   7.9e-34  115.3   5.2   1   2   1.5e-10   5.5e-08   31.2   0.1    11    56     7    52     2    63 0.88 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO71079.1           -            245 11745at5820          -            167   7.9e-34  115.3   5.2   2   2   4.3e-27   1.6e-24   85.0   2.0    50   166    89   212    58   213 0.83 ras-related protein Rab-5A, putative [Plasmodium vivax]
SCO70475.1           -            201 11745at5820          -            167   4.2e-31  106.4   2.7   1   1   1.4e-33     5e-31  106.2   2.7     8   165     8   171     1   173 0.86 ras-related protein Rab-18, putative [Plasmodium vivax]
SCO73987.1           -            229 11745at5820          -            167   2.3e-29  100.8   0.1   1   1   9.4e-32   3.5e-29  100.2   0.1     7   166     6   176     1   177 0.87 ras-related protein Rab-11B, putative [Plasmodium vivax]
SCO71786.1           -            206 11745at5820          -            167   1.3e-27   95.0   0.2   1   1   4.2e-30   1.6e-27   94.8   0.2     8   164     6   173     1   176 0.85 ras-related protein RAB7, putative [Plasmodium vivax]
SCO72663.1           -            214 11745at5820          -            167   1.8e-12   45.8   0.0   1   1   5.8e-15   2.1e-12   45.6   0.0    11   164    10   166     3   169 0.80 GTP-binding nuclear protein RAN/TC4, putative [Plasmodium vivax]
SCO71580.1           -            181 11745at5820          -            167   1.3e-11   43.0   0.0   1   1   4.7e-14   1.7e-11   42.6   0.0     9   136    16   139    12   158 0.79 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO71717.1           -            178 11745at5820          -            167   8.4e-11   40.4   0.0   1   1   3.1e-13   1.2e-10   39.9   0.0     7   132    14   135    10   147 0.82 ADP-ribosylation factor, putative [Plasmodium vivax]
SCO74494.1           -            185 11745at5820          -            167   7.2e-08   30.8   0.5   1   1   3.4e-10   1.3e-07   30.0   0.5     9   138    15   140    10   178 0.75 ADP-ribosylation-like factor, putative [Plasmodium vivax]
SCO73690.1           -            452 11745at5820          -            167   8.9e-08   30.5   0.0   1   2   0.00011     0.041   12.1   0.0    11    52     4    44     2    59 0.82 ras GTPAse, putative [Plasmodium vivax]
SCO73690.1           -            452 11745at5820          -            167   8.9e-08   30.5   0.0   2   2   9.1e-06    0.0034   15.6   0.0    60   109   156   206   142   225 0.85 ras GTPAse, putative [Plasmodium vivax]
SCO72479.1           -            785 11745at5820          -            167    0.0074   14.5   0.0   1   2    0.0084       3.1    6.0   0.0    12    37    49    74    39    86 0.86 N-ethylmaleimide-sensitive fusion protein, putative [Plasmodium vivax]
SCO72479.1           -            785 11745at5820          -            167    0.0074   14.5   0.0   2   2     0.015       5.4    5.2   0.0     8    32   568   592   562   603 0.80 N-ethylmaleimide-sensitive fusion protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11745at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11745at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11745at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:31 2026
# [ok]
