#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   1  22         6   6.3e+03  -13.1  11.9    18   345   488   533   468   558 0.42 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   2  22     0.007       7.3    2.0  21.7     5    84   569   648   564   685 0.65 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   3  22   0.00097         1    4.9  10.9    35   107   703   787   665   798 0.59 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   4  22   9.7e-05       0.1    8.2   7.7    95   141   844   892   834   931 0.81 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   5  22     1e-43   1.1e-40  137.5  33.6   132   336   948  1194   890  1210 0.74 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   6  22         6   6.3e+03   -9.1  21.0   305   364  1248  1309  1241  1317 0.53 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   7  22         6   6.3e+03  -12.5  17.5   299   365  1315  1386  1307  1401 0.62 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   8  22  6.5e-174  6.8e-171  569.3  20.0   312   608  1416  1714  1399  1737 0.93 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4   9  22   0.00036      0.38    6.3  15.0   611   689  1773  1864  1769  1902 0.72 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  10  22      0.39   4.1e+02   -3.8  14.1   617   707  1857  1981  1848  1993 0.67 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  11  22   7.1e-22   7.4e-19   65.0   5.3   709   793  2029  2123  2023  2125 0.88 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  12  22  6.6e-157  6.9e-154  512.9  13.7   779  1119  2217  2558  2187  2568 0.87 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  13  22      0.02        20    0.5   0.3  1054  1085  2645  2676  2626  2688 0.78 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  14  22   2.5e-05     0.026   10.2  18.4  1086  1172  2706  2792  2695  2810 0.62 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  15  22   4.6e-10   4.8e-07   25.8  13.2  1111  1153  2906  2949  2868  2981 0.76 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  16  22   4.7e-74   4.9e-71  238.1   3.3  1169  1321  3198  3355  3179  3358 0.91 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  17  22   1.4e-56   1.4e-53  180.1  12.7  1320  1480  3428  3603  3422  3703 0.74 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  18  22   4.1e-18   4.3e-15   52.5   6.6  1476  1589  3707  3827  3704  3840 0.68 NOT family protein, putative [Plasmodium vivax]
SCO74893.1           -           4711 171at5820            -           2190         0 2867.4 458.4  19  22   3.3e-59   3.4e-56  188.9  28.7  1520  1706  3836  4054  3817  4071 0.70 NOT family protein, putative [Plasmodium vivax]
