#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75249.1           -            955 1924at5820           -            822         0 1774.2  40.9   1   2         0         0 1451.3  29.7     8   657     4   703     2   711 0.97 DNA replication licensing factor MCM4, putative [Plasmodium vivax]
SCO75249.1           -            955 1924at5820           -            822         0 1774.2  40.9   2   2    1e-100   7.9e-98  327.0   3.4   651   822   762   955   747   955 0.91 DNA replication licensing factor MCM4, putative [Plasmodium vivax]
SCO70402.1           -            832 1924at5820           -            822   1.3e-82  276.6   2.9   1   1   1.8e-82   1.4e-79  266.6   2.9   274   739   233   714   202   724 0.77 DNA replication licensing factor MCM7, putative [Plasmodium vivax]
SCO73534.1           -            944 1924at5820           -            822     3e-81  272.1   7.3   1   2   2.2e-12   1.7e-09   34.8   0.1   225   374   208   350   167   371 0.86 DNA replication licensing factor MCM6, putative [Plasmodium vivax]
SCO73534.1           -            944 1924at5820           -            822     3e-81  272.1   7.3   2   2   7.1e-74   5.6e-71  238.2   4.0   388   727   395   743   388   782 0.84 DNA replication licensing factor MCM6, putative [Plasmodium vivax]
SCO74887.1           -            972 1924at5820           -            822   4.2e-73  245.2   7.1   1   3   1.2e-09   9.5e-07   25.7   0.6   221   409   291   472   230   477 0.73 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO74887.1           -            972 1924at5820           -            822   4.2e-73  245.2   7.1   2   3   5.8e-66   4.6e-63  212.0   0.2   433   655   475   721   450   732 0.85 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO74887.1           -            972 1924at5820           -            822   4.2e-73  245.2   7.1   3   3    0.0011      0.83    6.0   0.1   647   727   741   827   727   842 0.75 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO73078.1           -            971 1924at5820           -            822   5.5e-72  241.5   0.6   1   2   1.3e-70     1e-67  227.4   0.2   232   655   191   601   188   607 0.85 DNA replication licensing factor MCM3, putative [Plasmodium vivax]
SCO73078.1           -            971 1924at5820           -            822   5.5e-72  241.5   0.6   2   2   0.00096      0.75    6.2   0.0   677   728   710   766   705   797 0.74 DNA replication licensing factor MCM3, putative [Plasmodium vivax]
SCO74695.1           -            758 1924at5820           -            822     2e-71  239.7   1.0   1   1   2.8e-73   2.2e-70  236.2   1.0   221   731   148   661   134   680 0.82 DNA replication licensing factor MCM5, putative [Plasmodium vivax]
SCO74691.1           -           1322 1924at5820           -            822   1.1e-58  197.4  20.5   1   3    0.0065       5.1    3.4   6.2   229   397   260   426   248   468 0.71 DNA helicase MCM8, putative [Plasmodium vivax]
SCO74691.1           -           1322 1924at5820           -            822   1.1e-58  197.4  20.5   2   3   1.1e-54   8.6e-52  174.7   1.5   444   652   805  1014   787  1022 0.95 DNA helicase MCM8, putative [Plasmodium vivax]
SCO74691.1           -           1322 1924at5820           -            822   1.1e-58  197.4  20.5   3   3   3.1e-10   2.4e-07   27.6   0.2   661   730  1138  1210  1121  1255 0.85 DNA helicase MCM8, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   1   6       2.9   2.3e+03   -5.4   3.5   166   206    32    72    24    80 0.84 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   2   6       2.3   1.8e+03   -5.0   1.9   207   259   301   359   278   384 0.63 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   3   6     0.035        27    1.0   0.3   302   389   491   574   469   598 0.76 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   4   6     0.047        37    0.6   0.0   447   479   723   755   687   768 0.85 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   5   6   1.4e-35   1.1e-32  111.5   1.5   485   649   877  1042   865  1051 0.86 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 1924at5820           -            822   1.9e-35  120.6   3.4   6   6   1.9e-07   0.00015   18.4   0.0   660   736  1149  1224  1129  1234 0.83 DNA helicase MCM9, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1924at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1924at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1924at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:53 2026
# [ok]
