#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72079.1           -            282 10420at5820          -            239  1.2e-147  488.6  17.3   1   1  3.3e-150  2.3e-147  487.7  17.3     1   239    20   278    20   278 0.94 proteasome subunit beta type-6, putative [Plasmodium vivax]
SCO74105.1           -            270 10420at5820          -            239   2.6e-19   68.4   0.9   1   2   1.3e-09   9.4e-07   27.3   0.5     9    59    40    90    36   114 0.91 proteasome subunit beta type-7, putative [Plasmodium vivax]
SCO74105.1           -            270 10420at5820          -            239   2.6e-19   68.4   0.9   2   2   2.5e-13   1.7e-10   39.5   0.0   123   227   121   222   108   231 0.87 proteasome subunit beta type-7, putative [Plasmodium vivax]
SCO72259.1           -            273 10420at5820          -            239   5.6e-17   60.8   6.7   1   2   1.1e-09   7.6e-07   27.6   0.2     9    62    61   114    55   136 0.83 proteasome subunit beta type-5, putative [Plasmodium vivax]
SCO72259.1           -            273 10420at5820          -            239   5.6e-17   60.8   6.7   2   2   4.6e-12   3.2e-09   35.4   2.4   121   227   139   244   126   251 0.87 proteasome subunit beta type-5, putative [Plasmodium vivax]
SCO70508.1           -            256 10420at5820          -            239   4.3e-13   48.1   5.5   1   1   3.1e-15   2.2e-12   45.8   5.5     6   230     5   226     2   233 0.81 proteasome subunit beta type-4, putative [Plasmodium vivax]
SCO70614.1           -            218 10420at5820          -            239   1.1e-06   27.0   1.1   1   2   2.2e-06    0.0015   16.8   0.1     9    71     8    71     5    82 0.86 proteasome subunit beta type-3, putative [Plasmodium vivax]
SCO70614.1           -            218 10420at5820          -            239   1.1e-06   27.0   1.1   2   2   0.00049      0.34    9.1   0.1   155   216   134   195    83   209 0.89 proteasome subunit beta type-3, putative [Plasmodium vivax]
SCO70675.1           -            256 10420at5820          -            239   1.6e-06   26.6   0.3   1   1   5.6e-07   0.00039   18.7   0.3     7   214    31   213    27   236 0.69 proteasome subunit alpha type-5, putative [Plasmodium vivax]
SCO75551.1           -            207 10420at5820          -            239   1.1e-05   23.8   0.0   1   1   2.8e-08   1.9e-05   23.0   0.0     8    64    35    91    30   102 0.92 ATP-dependent protease subunit ClpQ, putative [Plasmodium vivax]
SCO73545.1           -            246 10420at5820          -            239   2.6e-05   22.6   4.6   1   2   5.4e-05     0.037   12.2   0.5     7    72    28    93    23    96 0.87 proteasome subunit alpha type-4, putative [Plasmodium vivax]
SCO73545.1           -            246 10420at5820          -            239   2.6e-05   22.6   4.6   2   2   2.9e-05      0.02   13.1   0.3   104   204    94   195    82   205 0.74 proteasome subunit alpha type-4, putative [Plasmodium vivax]
SCO73168.1           -            241 10420at5820          -            239    0.0002   19.7   3.9   1   2   1.2e-05    0.0083   14.4   0.4     7    70    35    98    30   105 0.86 proteasome subunit beta type-1, putative [Plasmodium vivax]
SCO73168.1           -            241 10420at5820          -            239    0.0002   19.7   3.9   2   2    0.0024       1.7    6.8   0.3   117   209   111   207    89   214 0.75 proteasome subunit beta type-1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10420at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10420at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10420at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:09 2026
# [ok]
