#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   1   7   4.6e-89   7.2e-86  287.5   8.2     1   181     1   192     1   198 0.93 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   2   7  2.2e-129  3.4e-126  421.1  13.5   178   391   315   529   307   544 0.96 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   3   7  9.4e-115  1.5e-111  372.6   6.2   389   594   592   799   581   803 0.92 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   4   7     0.064     1e+02   -1.2   0.1   566   585   916   935   913   942 0.85 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   5   7  7.4e-149  1.2e-145  485.6  18.9   581   842  1047  1316  1021  1335 0.93 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   6   7     0.003       4.6    3.2   0.2   840   856  1344  1360  1339  1363 0.90 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO73312.1           -           1914 595at5820            -           1280         0 2432.0 111.2   7   7  6.2e-272  9.8e-269  893.3  22.7   853  1280  1474  1914  1455  1914 0.97 cation transporting P-ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   1   6    0.0085        13    1.7   8.3   140   216   189   265   136   282 0.75 cation transporting ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   2   6     9e-14   1.4e-10   38.1   1.8   241   391   433   587   419   594 0.80 cation transporting ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   3   6   2.5e-14   3.9e-11   39.9   5.4   385   550   634   812   612   833 0.74 cation transporting ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   4   6     1e-11   1.6e-08   31.3   0.3   706   826  1049  1169  1044  1181 0.86 cation transporting ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   5   6   7.1e-12   1.1e-08   31.8   0.2   921   979  1298  1356  1225  1363 0.82 cation transporting ATPase, putative [Plasmodium vivax]
SCO70679.1           -           1696 595at5820            -           1280   1.9e-35  120.5  69.0   6   6    0.0031       4.9    3.1  18.5   980  1185  1444  1640  1435  1674 0.71 cation transporting ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 595at5820            -           1280   3.4e-21   73.2   4.3   1   3   1.4e-13   2.2e-10   37.4   2.7   215   561   196   555   187   603 0.71 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 595at5820            -           1280   3.4e-21   73.2   4.3   2   3    0.0082        13    1.8   0.0   786   822   831   867   752   870 0.78 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 595at5820            -           1280   3.4e-21   73.2   4.3   3   3   8.5e-12   1.3e-08   31.5   0.0   910  1008   903  1004   884  1035 0.80 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 595at5820            -           1280   2.8e-14   50.3  10.3   1   3   1.7e-12   2.7e-09   33.8   2.1   235   552    27   376     8   415 0.67 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 595at5820            -           1280   2.8e-14   50.3  10.3   2   3      0.21   3.3e+02   -2.9   0.2   705   817   656   783   637   789 0.67 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 595at5820            -           1280   2.8e-14   50.3  10.3   3   3   7.5e-09   1.2e-05   21.8   0.1   930  1015   854   941   822  1039 0.85 calcium-transporting ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/595at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/595at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/595at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:57 2026
# [ok]
