#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   1  11  1.8e-106  1.2e-102  343.0  14.6     5   219   109   327    86   340 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   2  11   3.8e-73   2.4e-69  232.6  17.5   226   384   378   545   367   561 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   3  11   6.6e-27   4.1e-23   79.4   4.5   384   456   659   731   653   753 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   4  11    0.0016        10    1.9   3.9   454   482   782   810   775   816 0.73 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   5  11   1.1e-62   7.2e-59  197.9   8.0   464   621   819  1001   808  1006 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   6  11   7.1e-33   4.5e-29   99.1   2.2   627   692  1149  1219  1145  1226 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   7  11   7.8e-55   4.9e-51  171.9   4.2   692   838  1245  1411  1241  1418 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   8  11  2.9e-136  1.8e-132  441.8  15.5   837  1123  1444  1770  1437  1775 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7   9  11  2.2e-124  1.4e-120  402.5  10.7  1121  1322  1832  2039  1827  2046 0.96 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7  10  11   2.2e-56   1.4e-52  177.1   0.3  1317  1435  2076  2197  2052  2205 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71797.1           -           2349 467at5820            -           1530         0 2243.9 158.7  11  11   6.2e-48   3.9e-44  149.1   2.9  1435  1529  2254  2348  2249  2349 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/467at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/467at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/467at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:33 2026
# [ok]
