#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   1   6  3.3e-147    3e-144  480.9  38.6     1   264     1   275     1   301 0.94 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   2   6   2.4e-44   2.1e-41  140.2  15.6   244   337   317   411   288   420 0.87 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   3   6    5e-124  4.5e-121  404.1  19.4   333   527   592   786   574   839 0.93 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   4   6   5.1e-30   4.6e-27   92.8   1.1   526   594   943  1013   930  1017 0.87 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   5   6   8.5e-11   7.6e-08   29.1   9.3   593   630  1048  1085  1043  1095 0.85 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1124at5820           -           1191         0 2222.9 160.6   6   6         0         0 1100.4  48.0   595  1121  1079  1592  1077  1592 0.97 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1124at5820           -           1191   3.8e-68  228.8  35.3   1   5   7.7e-24   6.9e-21   72.3   7.6    57   208    65   214    23   252 0.79 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1124at5820           -           1191   3.8e-68  228.8  35.3   2   5   3.4e-13   3.1e-10   37.0   3.0   358   519   342   532   327   544 0.73 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1124at5820           -           1191   3.8e-68  228.8  35.3   3   5      0.16   1.5e+02   -1.7   0.0   639   671   784   817   774   828 0.73 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1124at5820           -           1191   3.8e-68  228.8  35.3   4   5   4.4e-25     4e-22   76.4   3.8   677   846   928  1106   911  1133 0.81 P-type ATPase, putative [Plasmodium vivax]
SCO72359.1           -           1707 1124at5820           -           1191   3.8e-68  228.8  35.3   5   5   3.3e-19     3e-16   56.9   0.1   888  1033  1248  1394  1236  1422 0.77 P-type ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   1   5   2.9e-08   2.6e-05   20.7  32.3    51   476    28   502     8   513 0.62 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   2   5   1.9e-08   1.7e-05   21.3   0.1   477   510   617   650   596   672 0.85 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   3   5     0.012        11    2.1   0.1   638   700   737   799   724   805 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   4   5   1.5e-26   1.3e-23   81.3   4.3   693   869   888  1070   883  1078 0.91 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75444.1           -           1519 1124at5820           -           1191   1.4e-53  180.6  82.5   5   5   1.6e-22   1.5e-19   67.9  21.6   871  1186  1120  1457  1080  1462 0.76 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   1   8   4.4e-13   3.9e-10   36.7   6.2    56   190    86   226    58   275 0.80 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   2   8   1.2e-05     0.011   12.0  15.8   357   475   290   426   272   445 0.75 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   3   8   1.3e-07   0.00012   18.6   0.0   471   514   677   720   663   730 0.88 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   4   8         7   6.3e+03  -12.4  12.0   179   247  1195  1263  1156  1285 0.57 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   5   8   0.00054      0.49    6.5   0.1   625   730  1397  1502  1369  1507 0.77 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   6   8   3.3e-32     3e-29  100.0  27.0   737  1177  1621  2094  1608  2110 0.77 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   7   8         7   6.3e+03   -8.7   5.9   202   240  3091  3127  3074  3131 0.81 guanylyl cyclase, putative [Plasmodium vivax]
SCO72870.1           -           3950 1124at5820           -           1191   3.5e-38  129.6  40.7   8   8         7   6.3e+03  -10.6   7.8   435   453  3527  3545  3410  3612 0.48 guanylyl cyclase, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   1   7      0.05        44    0.1   1.7   590   620    12    41     2    97 0.68 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   2   7    0.0014       1.2    5.2   0.4    80   182   297   398   280   403 0.78 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   3   7   6.7e-06     0.006   12.9   0.2   255   316   402   463   397   472 0.93 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   4   7   5.2e-09   4.7e-06   23.2   0.0   353   513   599   762   586   770 0.80 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   5   7      0.17   1.5e+02   -1.7   0.2   560   602   876   910   853   921 0.61 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   6   7   1.2e-07   0.00011   18.6   0.4   703   833  1135  1262  1109  1295 0.83 aminophospholipid transporter, putative [Plasmodium vivax]
SCO74224.1           -           1891 1124at5820           -           1191   2.3e-21   73.9  32.2   7   7   8.6e-12   7.7e-09   32.4   0.8   874  1024  1497  1652  1474  1723 0.82 aminophospholipid transporter, putative [Plasmodium vivax]
SCO70630.1           -           1196 1124at5820           -           1191   1.6e-19   67.8  19.4   1   4   3.4e-05     0.031   10.5   0.3   104   185    90   175    47   191 0.63 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1124at5820           -           1191   1.6e-19   67.8  19.4   2   4   1.4e-05     0.013   11.8   1.4   367   513   211   375   193   384 0.71 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1124at5820           -           1191   1.6e-19   67.8  19.4   3   4   6.2e-12   5.6e-09   32.9   0.4   681   836   634   787   629   794 0.85 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1124at5820           -           1191   1.6e-19   67.8  19.4   4   4   3.9e-09   3.5e-06   23.6   0.5   892   965   846   918   835   954 0.80 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO71635.1           -            642 1124at5820           -           1191      0.13    8.5   2.6   1   1   0.00019      0.17    8.0   2.6   542   613   275   345   256   352 0.78 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1124at5820.hmm
