#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74223.1           -            398 6975at5820           -            385  5.3e-275  909.6   5.6   1   1  3.6e-277    6e-275  909.5   5.6     1   385     8   393     8   393 1.00 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO71470.1           -            388 6975at5820           -            385    3e-157  522.0   2.3   1   1  2.1e-159  3.5e-157  521.8   2.3    10   384    10   382     2   383 0.99 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO72338.1           -            382 6975at5820           -            385   1.9e-71  239.6   0.1   1   1   1.4e-73   2.3e-71  239.3   0.1    86   384    80   374    74   375 0.97 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO71091.1           -            473 6975at5820           -            385   2.6e-67  225.9   5.0   1   2   2.8e-13   4.7e-11   40.8   0.0    17    77    61   121    43   126 0.86 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO71091.1           -            473 6975at5820           -            385   2.6e-67  225.9   5.0   2   2   5.2e-57   8.5e-55  184.7   3.4    85   383   161   462   155   464 0.94 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO74323.1           -            787 6975at5820           -            385   2.7e-66  222.6   7.0   1   1     2e-66   3.4e-64  215.7   7.0    15   383   372   774   357   776 0.85 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74455.1           -            528 6975at5820           -            385   5.6e-60  201.8   0.0   1   1   4.5e-62   7.5e-60  201.4   0.0     8   363   106   469   102   485 0.88 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO75518.1           -            717 6975at5820           -            385   6.9e-58  194.9   0.6   1   2   9.5e-05     0.016   12.7   0.0    33    76   295   338   273   343 0.80 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 6975at5820           -            385   6.9e-58  194.9   0.6   2   2   1.5e-55   2.4e-53  180.0   0.8    86   361   404   681   396   690 0.93 DNA helicase 60, putative [Plasmodium vivax]
SCO73166.1           -           1009 6975at5820           -            385   8.8e-57  191.3   0.0   1   2   1.4e-27   2.3e-25   87.9   0.0    21   185   590   762   569   784 0.90 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 6975at5820           -            385   8.8e-57  191.3   0.0   2   2   1.3e-31   2.1e-29  101.2   0.0   192   363   793   962   786   980 0.92 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO75363.1           -            923 6975at5820           -            385     4e-56  189.1   4.7   1   2   4.4e-22   7.3e-20   69.7   0.1    14   181   337   527   325   534 0.83 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 6975at5820           -            385     4e-56  189.1   4.7   2   2   1.4e-36   2.3e-34  117.5   1.0   179   368   549   739   536   748 0.92 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO73265.1           -           1435 6975at5820           -            385   1.5e-55  187.2   0.2   1   1   1.4e-57   2.4e-55  186.6   0.2    14   384   667  1049   655  1050 0.89 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO71006.1           -            533 6975at5820           -            385     7e-55  185.0   0.2   1   1   5.8e-57   9.5e-55  184.6   0.2    14   365   125   475   113   494 0.90 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO73062.1           -            667 6975at5820           -            385   1.1e-53  181.1   0.0   1   1     1e-55   1.7e-53  180.5   0.0    23   364   226   579   208   591 0.87 RNA helicase 1, putative [Plasmodium vivax]
SCO73308.1           -            720 6975at5820           -            385   5.8e-52  175.4   0.3   1   2   7.4e-06    0.0012   16.3   0.0    21    71   132   182   120   192 0.88 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 6975at5820           -            385   5.8e-52  175.4   0.3   2   2   1.3e-48   2.1e-46  157.1   0.1    86   374   227   517   220   530 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 6975at5820           -            385   1.1e-51  174.5   1.4   1   1     1e-53   1.7e-51  173.9   1.4    24   368   634   996   624  1007 0.84 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74062.1           -            489 6975at5820           -            385     8e-47  158.5   0.1   1   1   2.6e-48   4.3e-46  156.1   0.1    15   362    58   425    45   431 0.86 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO73552.1           -            599 6975at5820           -            385   1.7e-45  154.1   0.8   1   1   1.5e-47   2.4e-45  153.6   0.8    16   360   147   496   134   513 0.89 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71230.1           -           1187 6975at5820           -            385   1.2e-42  144.8   1.5   1   2   7.2e-45   1.2e-42  144.8   1.5    14   362   165   523   156   526 0.90 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 6975at5820           -            385   1.2e-42  144.8   1.5   2   2       6.2     1e+03   -3.2   0.1   156   176   967   987   959   989 0.80 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO72330.1           -            761 6975at5820           -            385   3.5e-42  143.2   5.6   1   2   0.00014     0.023   12.1   0.0    23    82   262   322   252   327 0.87 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 6975at5820           -            385   3.5e-42  143.2   5.6   2   2   8.8e-41   1.5e-38  131.3   3.1    84   363   378   658   373   674 0.90 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 6975at5820           -            385   9.4e-41  138.5   1.8   1   1   9.7e-41   1.6e-38  131.2   1.8    20   371   109   494    92   503 0.81 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 6975at5820           -            385   1.4e-33  114.9   3.8   1   3     8e-11   1.3e-08   32.7   0.0    16    78     3    65     1    71 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 6975at5820           -            385   1.4e-33  114.9   3.8   2   3   1.1e-12   1.8e-10   38.8   0.2    57   246   303   496   296   543 0.80 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 6975at5820           -            385   1.4e-33  114.9   3.8   3   3   7.2e-14   1.2e-11   42.7   0.3   272   365   599   692   543   701 0.88 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 6975at5820           -            385   2.5e-32  110.8   3.8   1   1   2.9e-34   4.8e-32  109.9   3.7    50   362   185   511   148   525 0.79 DEAD box helicase, putative [Plasmodium vivax]
SCO74881.1           -            877 6975at5820           -            385   3.7e-32  110.2   5.4   1   1   3.3e-34   5.5e-32  109.7   5.4    16   366   135   497   120   513 0.81 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
SCO75658.1           -            850 6975at5820           -            385     3e-28   97.3   0.2   1   2   6.4e-17   1.1e-14   52.8   0.0    15   214    92   303    79   312 0.76 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 6975at5820           -            385     3e-28   97.3   0.2   2   2     1e-13   1.7e-11   42.2   0.0   313   378   514   580   510   586 0.88 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO70895.1           -            850 6975at5820           -            385   2.2e-27   94.5   0.2   1   2   2.9e-18   4.8e-16   57.2   0.1    22   182   143   314   133   321 0.82 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 6975at5820           -            385   2.2e-27   94.5   0.2   2   2   1.5e-11   2.5e-09   35.1   0.0   281   358   608   688   590   706 0.85 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO74462.1           -            791 6975at5820           -            385   9.4e-25   85.8   1.9   1   2   9.1e-14   1.5e-11   42.4   0.3    26   198   251   447   242   474 0.77 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
SCO74462.1           -            791 6975at5820           -            385   9.4e-25   85.8   1.9   2   2   7.1e-14   1.2e-11   42.7   0.1   282   372   600   693   584   704 0.85 ATP-dependent RNA helicase MAK5, putative [Plasmodium vivax]
