#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71378.1           -            231 11576at5820          -            205  3.8e-108  358.3   3.2   1   1  4.9e-111  4.4e-108  358.1   3.2     1   205     7   225     7   225 0.96 GTP:AMP phosphotransferase, putative [Plasmodium vivax]
SCO72233.1           -            242 11576at5820          -            205   1.2e-34  118.2   1.4   1   1     2e-37   1.8e-34  117.7   1.4     3   196    31   228    30   236 0.84 adenylate kinase, putative [Plasmodium vivax]
SCO71341.1           -            259 11576at5820          -            205   4.4e-11   41.3   0.5   1   1   3.3e-13     3e-10   38.6   0.5     4   174    11   218     9   236 0.72 adenylate kinase 2, putative [Plasmodium vivax]
SCO70581.1           -            373 11576at5820          -            205   3.7e-08   31.8   9.3   1   3   9.8e-08   8.8e-05   20.7   0.4     3    72   107   182   105   191 0.75 UMP-CMP kinase, putative [Plasmodium vivax]
SCO70581.1           -            373 11576at5820          -            205   3.7e-08   31.8   9.3   2   3   1.4e-05     0.012   13.7   1.4    58   137   244   331   217   335 0.69 UMP-CMP kinase, putative [Plasmodium vivax]
SCO70581.1           -            373 11576at5820          -            205   3.7e-08   31.8   9.3   3   3    0.0026       2.3    6.3   0.3   149   189   308   353   304   364 0.73 UMP-CMP kinase, putative [Plasmodium vivax]
SCO72080.1           -            270 11576at5820          -            205    0.0012   17.0   0.0   1   1   2.3e-06     0.002   16.3   0.0    53    95   109   156    94   254 0.84 adenylate kinase-like protein 2, putative [Plasmodium vivax]
SCO72451.1           -            892 11576at5820          -            205    0.0029   15.8   1.8   1   3    0.0015       1.3    7.1   0.0     1    37   421   457   421   464 0.89 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO72451.1           -            892 11576at5820          -            205    0.0029   15.8   1.8   2   3    0.0013       1.2    7.2   0.0    66    89   524   547   465   553 0.70 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO72451.1           -            892 11576at5820          -            205    0.0029   15.8   1.8   3   3         2   1.8e+03   -3.2   0.3   173   200   688   716   669   717 0.68 P-loop containing nucleoside triphosphate hydrolase, putative [Plasmodium vivax]
SCO73799.1           -           1697 11576at5820          -            205    0.0037   15.4   0.1   1   2   0.00012      0.11   10.6   0.1    18    84   587   658   576   672 0.84 nucleoside diphosphate kinase, putative [Plasmodium vivax]
SCO73799.1           -           1697 11576at5820          -            205    0.0037   15.4   0.1   2   2     0.091        82    1.2   0.0    73   103   824   854   788   861 0.81 nucleoside diphosphate kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11576at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11576at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:33:46 2026
# [ok]
