#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73121.1           -           1464 1030at5820           -           1196         0 2338.9  94.9   1   5  3.1e-276  1.6e-273  909.2  24.4     1   454    19   498    19   505 0.97 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1030at5820           -           1196         0 2338.9  94.9   2   5   9.4e-74   4.9e-71  238.5   5.8   440   579   534   678   522   698 0.88 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1030at5820           -           1196         0 2338.9  94.9   3   5   1.3e-17   6.8e-15   52.6   7.1   561   609   698   746   690   769 0.77 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1030at5820           -           1196         0 2338.9  94.9   4   5  1.1e-228  5.5e-226  751.7  24.7   606  1000   797  1229   776  1239 0.93 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO73121.1           -           1464 1030at5820           -           1196         0 2338.9  94.9   5   5  7.5e-125  3.9e-122  407.8   2.1  1002  1196  1269  1464  1265  1464 0.99 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO74436.1           -           1559 1030at5820           -           1196   1.9e-56  190.2  21.7   1   1   5.3e-59   2.8e-56  189.7  21.7    61   597   384   930   327   952 0.74 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO73877.1           -            998 1030at5820           -           1196   1.7e-35  120.8   5.9   1   2      0.15        79   -0.6  33.8     5   348   303   676   299   693 0.71 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO73877.1           -            998 1030at5820           -           1196   1.7e-35  120.8   5.9   2   2   3.2e-38   1.7e-35  120.8   5.9   351   562   769   970   761   996 0.88 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO74676.1           -            918 1030at5820           -           1196   1.1e-32  111.5  24.3   1   3   4.6e-05     0.024   11.0  12.4   605   914   203   527   180   568 0.67 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 1030at5820           -           1196   1.1e-32  111.5  24.3   2   3   1.3e-15     7e-13   45.9   0.2   357   461   617   724   606   758 0.85 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO74676.1           -            918 1030at5820           -           1196   1.1e-32  111.5  24.3   3   3   1.9e-20   9.9e-18   62.0   0.4   443   560   774   889   761   898 0.84 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO72938.1           -            783 1030at5820           -           1196   3.7e-31  106.4   6.2   1   2      0.06        32    0.7  22.2    38   328   211   499   175   519 0.71 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72938.1           -            783 1030at5820           -           1196   3.7e-31  106.4   6.2   2   2   7.1e-34   3.7e-31  106.4   6.2   339   559   557   773   550   779 0.91 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO72483.1           -           1364 1030at5820           -           1196   1.1e-26   91.7  23.8   1   2   2.5e-12   1.3e-09   35.1   9.1   305   442   980  1121   972  1150 0.83 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO72483.1           -           1364 1030at5820           -           1196   1.1e-26   91.7  23.8   2   2   1.6e-23   8.5e-21   72.1   6.7   453   586  1234  1359  1215  1363 0.87 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO73995.1           -            815 1030at5820           -           1196   4.1e-22   76.5  18.8   1   3      0.48   2.5e+02   -2.3   6.5   689   867   194   383   172   439 0.46 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 1030at5820           -           1196   4.1e-22   76.5  18.8   2   3   9.8e-16   5.1e-13   46.3   0.8   339   441   481   585   476   590 0.88 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO73995.1           -            815 1030at5820           -           1196   4.1e-22   76.5  18.8   3   3   7.9e-14   4.2e-11   40.0   0.2  1056  1164   682   786   670   803 0.82 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO74817.1           -            695 1030at5820           -           1196   1.5e-17   61.4   0.7   1   2   2.8e-20   1.5e-17   61.4   0.7   327   547    25   236    18   271 0.83 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO74817.1           -            695 1030at5820           -           1196   1.5e-17   61.4   0.7   2   2       2.3   1.2e+03   -4.6   4.5   233   300   502   571   494   600 0.80 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO73404.1           -            619 1030at5820           -           1196   1.4e-12   44.9   8.6   1   3   1.2e-08   6.1e-06   22.9   0.6   367   555   117   300    91   317 0.71 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 1030at5820           -           1196   1.4e-12   44.9   8.6   2   3     0.037        19    1.4   0.0   364   395   386   417   334   427 0.70 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO73404.1           -            619 1030at5820           -           1196   1.4e-12   44.9   8.6   3   3   8.9e-09   4.7e-06   23.3   0.6   472   558   468   555   462   577 0.74 ABC transporter E family member 1, putative [Plasmodium vivax]
SCO72703.1           -            792 1030at5820           -           1196   9.1e-12   42.2  10.7   1   3     0.026        14    1.9   0.1   359   390   200   231   169   269 0.68 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 1030at5820           -           1196   9.1e-12   42.2  10.7   2   3   5.3e-07   0.00028   17.4   0.1  1087  1183   362   458   349   475 0.71 protein GCN20, putative [Plasmodium vivax]
SCO72703.1           -            792 1030at5820           -           1196   9.1e-12   42.2  10.7   3   3     2e-08   1.1e-05   22.1   2.6   356   561   591   769   580   782 0.78 protein GCN20, putative [Plasmodium vivax]
SCO74930.1           -            351 1030at5820           -           1196     1e-08   32.1   0.1   1   1   4.2e-11   2.2e-08   31.0   0.1   339   546   103   308    74   348 0.76 FeS assembly ATPase SufC, putative [Plasmodium vivax]
SCO74742.1           -            257 1030at5820           -           1196   0.00038   17.0   1.8   1   1   2.8e-05     0.015   11.7   1.8   485   546   130   191     2   222 0.70 CCR4-associated factor 16, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1030at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1030at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1030at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:43 2026
# [ok]
