#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   1  22   3.8e-40     4e-37  125.5   3.1     1    73     9    81     9    94 0.93 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   2  22   5.6e-62   5.9e-59  198.0  12.1    73   185   113   226   107   234 0.94 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   3  22   1.5e-23   1.6e-20   70.5   5.7   184   261   250   336   244   360 0.79 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   4  22   1.3e-39   1.3e-36  123.8  10.6   265   375   430   562   391   575 0.78 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   5  22  1.6e-111  1.7e-108  362.3  37.4   376   565   656   845   647   848 0.98 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   6  22   1.9e-52     2e-49  166.4   3.3   545   679  1087  1226  1082  1247 0.91 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   7  22     3e-33   3.2e-30  102.6  13.6   705   790  1372  1460  1315  1467 0.80 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   8  22   2.1e-15   2.2e-12   43.5   0.0   789   832  1511  1554  1506  1565 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   9  22   2.2e-08   2.3e-05   20.2  11.8   832   935  1632  1737  1625  1739 0.71 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  10  22   1.4e-11   1.4e-08   30.8  10.6   878   941  1728  1796  1720  1803 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  11  22   0.00032      0.33    6.4   5.9   930   961  1811  1842  1804  1849 0.89 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  12  22   2.4e-07   0.00025   16.7  17.2   957  1027  1999  2068  1941  2083 0.72 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  13  22   2.7e-24   2.8e-21   73.0   0.0  1030  1097  2117  2185  2069  2194 0.87 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  14  22   6.3e-31   6.6e-28   95.0   5.4  1097  1190  2396  2495  2385  2500 0.88 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  15  22      0.14   1.4e+02   -2.3   0.0  1188  1209  2520  2541  2515  2557 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  16  22   1.1e-07   0.00011   17.9   0.6  1205  1235  2579  2609  2575  2624 0.85 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  17  22       2.2   2.3e+03   -6.3   8.7   290   382  2628  2714  2614  2721 0.49 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  18  22   2.2e-81   2.3e-78  262.3  22.7  1226  1407  2710  2901  2701  2911 0.86 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  19  22   8.9e-81   9.3e-78  260.3  17.7  1385  1603  2907  3163  2895  3214 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  20  22   1.2e-73   1.2e-70  236.7  23.2  1606  1787  3258  3488  3242  3515 0.81 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  21  22   1.6e-98   1.7e-95  319.2  34.0  1777  2059  3507  3871  3495  3875 0.78 WD repeat-containing protein, putative [Plasmodium vivax]
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1  22  22  3.2e-110  3.4e-107  357.9  23.7  2045  2255  3878  4098  3872  4098 0.95 WD repeat-containing protein, putative [Plasmodium vivax]
SCO71232.1           -            322 2224at5820           -           2255   5.8e-08   28.8   6.7   1   3    0.0034       3.6    3.0   0.1  1333  1364    69   100    64   107 0.90 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 2224at5820           -           2255   5.8e-08   28.8   6.7   2   3   1.9e-06    0.0019   13.8   0.1  1334  1366   112   144   104   153 0.87 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 2224at5820           -           2255   5.8e-08   28.8   6.7   3   3   8.1e-07   0.00085   15.0   0.5  1332  1377   153   197   143   211 0.75 receptor for activated c kinase, putative [Plasmodium vivax]
SCO72943.1           -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   1   5    0.0004      0.42    6.1   0.1  1327  1365   114   152    58   158 0.81 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   2   5    0.0012       1.3    4.5   0.1  1331  1368   160   197   157   257 0.74 ribosome assembly protein 4, putative [Plasmodium vivax]
