#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73078.1           -            971 2247at5820           -            776         0 1691.9  28.1   1   2         0         0 1574.8  19.6     1   712    25   796    25   821 0.96 DNA replication licensing factor MCM3, putative [Plasmodium vivax]
SCO73078.1           -            971 2247at5820           -            776         0 1691.9  28.1   2   2     8e-38   6.3e-35  118.8   1.3   705   776   894   971   890   971 0.95 DNA replication licensing factor MCM3, putative [Plasmodium vivax]
SCO74695.1           -            758 2247at5820           -            776   1.9e-70  236.2   0.7   1   3      0.73   5.8e+02   -3.5   0.0   636   679    34    77    25    82 0.80 DNA replication licensing factor MCM5, putative [Plasmodium vivax]
SCO74695.1           -            758 2247at5820           -            776   1.9e-70  236.2   0.7   2   3   1.1e-69   8.6e-67  224.1   0.1   227   541   259   578   160   589 0.81 DNA replication licensing factor MCM5, putative [Plasmodium vivax]
SCO74695.1           -            758 2247at5820           -            776   1.9e-70  236.2   0.7   3   3   6.2e-05     0.049   10.0   0.0   626   692   603   670   591   679 0.83 DNA replication licensing factor MCM5, putative [Plasmodium vivax]
SCO75249.1           -            955 2247at5820           -            776   1.8e-69  233.0   6.4   1   2   1.5e-09   1.2e-06   25.3   0.4   137   294   263   419   252   458 0.73 DNA replication licensing factor MCM4, putative [Plasmodium vivax]
SCO75249.1           -            955 2247at5820           -            776   1.8e-69  233.0   6.4   2   2   3.1e-65   2.5e-62  209.4   1.0   315   748   474   911   458   927 0.80 DNA replication licensing factor MCM4, putative [Plasmodium vivax]
SCO74887.1           -            972 2247at5820           -            776   6.1e-69  231.3   1.7   1   3   3.4e-16   2.6e-13   47.3   0.0   144   365   308   519   264   528 0.72 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO74887.1           -            972 2247at5820           -            776   6.1e-69  231.3   1.7   2   3   1.8e-51   1.4e-48  163.9   0.0   369   549   548   734   543   758 0.91 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO74887.1           -            972 2247at5820           -            776   6.1e-69  231.3   1.7   3   3   3.6e-07   0.00029   17.4   0.1   624   697   778   843   757   859 0.76 DNA replication licensing factor MCM2, putative [Plasmodium vivax]
SCO73534.1           -            944 2247at5820           -            776   6.7e-66  221.2   6.6   1   3   4.9e-09   3.8e-06   23.6   0.1   228   277   296   345   202   375 0.75 DNA replication licensing factor MCM6, putative [Plasmodium vivax]
SCO73534.1           -            944 2247at5820           -            776   6.7e-66  221.2   6.6   2   3   5.8e-60   4.6e-57  192.0   0.3   318   548   432   668   414   686 0.92 DNA replication licensing factor MCM6, putative [Plasmodium vivax]
SCO73534.1           -            944 2247at5820           -            776   6.7e-66  221.2   6.6   3   3   0.00079      0.62    6.4   0.2   626   694   689   756   674   788 0.76 DNA replication licensing factor MCM6, putative [Plasmodium vivax]
SCO70402.1           -            832 2247at5820           -            776   3.4e-64  215.6   0.3   1   2   9.1e-65   7.1e-62  207.9   0.1   223   549   281   612   267   630 0.88 DNA replication licensing factor MCM7, putative [Plasmodium vivax]
SCO70402.1           -            832 2247at5820           -            776   3.4e-64  215.6   0.3   2   2    0.0012      0.91    5.8   0.0   623   691   639   709   627   716 0.76 DNA replication licensing factor MCM7, putative [Plasmodium vivax]
SCO74691.1           -           1322 2247at5820           -            776   8.9e-42  141.4   0.3   1   2   8.7e-40   6.8e-37  125.3   0.0   331   545   804  1024   789  1035 0.87 DNA helicase MCM8, putative [Plasmodium vivax]
SCO74691.1           -           1322 2247at5820           -            776   8.9e-42  141.4   0.3   2   2   4.6e-06    0.0036   13.7   0.3   625   706  1153  1232  1148  1310 0.70 DNA helicase MCM8, putative [Plasmodium vivax]
SCO71415.1           -           1310 2247at5820           -            776   5.5e-29   99.1   4.0   1   2   9.8e-29   7.7e-26   88.7   0.6   373   535   878  1046   867  1053 0.84 DNA helicase MCM9, putative [Plasmodium vivax]
SCO71415.1           -           1310 2247at5820           -            776   5.5e-29   99.1   4.0   2   2   2.7e-05     0.021   11.2   0.1   651   704  1185  1238  1166  1266 0.80 DNA helicase MCM9, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2247at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2247at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2247at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:39:05 2026
# [ok]
