#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74897.1           -            677 4511at5820           -            508  1.1e-280  930.1  23.1   1   3   2.5e-48   3.1e-45  153.3   0.7    19   121    52   158    43   165 0.89 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO74897.1           -            677 4511at5820           -            508  1.1e-280  930.1  23.1   2   3  1.2e-207  1.5e-204  678.9  14.3   122   456   229   573   223   583 0.96 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO74897.1           -            677 4511at5820           -            508  1.1e-280  930.1  23.1   3   3     7e-33   8.8e-30  102.3   0.0   452   508   621   677   603   677 0.92 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO73896.1           -            585 4511at5820           -            508   5.7e-86  287.7   0.3   1   1   2.3e-88     3e-85  285.3   0.3    22   507    69   583    49   584 0.82 lysine--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 4511at5820           -            508   4.8e-11   40.5   0.1   1   3      0.64   8.1e+02   -3.1   0.0    66   119   200   258   197   269 0.68 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 4511at5820           -            508   4.8e-11   40.5   0.1   2   3   2.7e-07   0.00034   17.9   0.1   249   322   468   539   461   577 0.86 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73256.1           -            743 4511at5820           -            508   4.8e-11   40.5   0.1   3   3   8.6e-08   0.00011   19.6   0.0   450   503   680   735   668   738 0.79 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO71072.1           -            584 4511at5820           -            508   6.6e-11   40.1   0.4   1   1     1e-13   1.3e-10   39.1   0.4   245   503   321   576   303   580 0.79 asparagine--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 4511at5820           -            508    0.0049   14.1   0.8   1   3      0.04        50    0.9   0.0   203   239   428   464   421   468 0.88 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 4511at5820           -            508    0.0049   14.1   0.8   2   3   8.6e-05      0.11    9.7   1.0   250   316   540   607   532   618 0.79 aspartate--tRNA ligase, putative [Plasmodium vivax]
SCO73211.1           -           1011 4511at5820           -            508    0.0049   14.1   0.8   3   3      0.41   5.1e+02   -2.5   0.0   464   496   972  1004   945  1008 0.71 aspartate--tRNA ligase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4511at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4511at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4511at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:49 2026
# [ok]
