#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71965.1           -            163 12427at5820          -            140   1.2e-91  302.2   6.1   1   2     1e-52   5.1e-50  167.3   0.3     1    79     5    84     5    89 0.97 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71965.1           -            163 12427at5820          -            140   1.2e-91  302.2   6.1   2   2   9.1e-44   4.4e-41  138.3   0.9    74   140    94   163    84   163 0.93 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO75342.1           -            164 12427at5820          -            140   1.7e-23   81.3   0.0   1   1   4.3e-26   2.1e-23   81.0   0.0    10   135    15   143     5   147 0.85 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO72355.1           -            160 12427at5820          -            140   4.2e-22   76.8   0.1   1   1   1.1e-24   5.2e-22   76.5   0.1     9   133    14   141     6   146 0.87 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO71906.1           -            159 12427at5820          -            140   7.1e-19   66.4   0.0   1   1   1.9e-21     9e-19   66.0   0.0     3   136     7   151     4   154 0.85 SUMO-conjugating enzyme UBC9, putative [Plasmodium vivax]
SCO73523.1           -            202 12427at5820          -            140   3.8e-17   60.7   0.1   1   1   1.1e-19   5.3e-17   60.3   0.1     2   129     9   143     8   152 0.86 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO74616.1           -            147 12427at5820          -            140   3.9e-17   60.7   0.0   1   1   9.8e-20   4.8e-17   60.4   0.0     4   135     6   140     3   144 0.88 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO71709.1           -            191 12427at5820          -            140   2.1e-15   55.1   0.0   1   1   5.9e-18   2.8e-15   54.7   0.0     4   137     7   145     4   148 0.87 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO73793.1           -            152 12427at5820          -            140   3.7e-15   54.3   0.0   1   1     9e-18   4.3e-15   54.1   0.0    25   124    26   130     5   145 0.83 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO73068.1           -            152 12427at5820          -            140     4e-13   47.7   0.0   1   1   9.3e-16   4.5e-13   47.6   0.0    27   134    29   140     5   146 0.84 ubiquitin-conjugating enzyme E2 N, putative [Plasmodium vivax]
SCO73942.1           -            262 12427at5820          -            140   3.5e-09   35.0   0.0   1   1   1.3e-11   6.1e-09   34.2   0.0    25   108   143   231   123   247 0.87 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
SCO74936.1           -            283 12427at5820          -            140   1.1e-08   33.3   0.1   1   1   5.1e-11   2.4e-08   32.2   0.1    30   107   167   249   141   259 0.82 ubiquitin-conjugating enzyme, putative [Plasmodium vivax]
SCO75692.1           -            150 12427at5820          -            140   3.5e-08   31.7   0.0   1   1   8.9e-11   4.3e-08   31.4   0.0    14   124    24   137    12   148 0.82 NEDD8-conjugating enzyme UBC12, putative [Plasmodium vivax]
SCO72452.1           -            139 12427at5820          -            140   2.7e-06   25.6   0.0   1   1   7.9e-09   3.8e-06   25.1   0.0    18   109    27   127    12   135 0.75 ubiquitin-conjugating enzyme E2, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12427at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12427at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12427at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:35 2026
# [ok]
