#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75518.1           -            717 4744at5820           -            548    3e-292  968.5  19.6   1   4     0.089        15    2.4   0.0     1    48     1    67     1    80 0.60 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 4744at5820           -            548    3e-292  968.5  19.6   2   4   0.00048      0.08    9.9   3.8    47    85   118   159   116   169 0.79 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 4744at5820           -            548    3e-292  968.5  19.6   3   4   5.8e-73   9.7e-71  237.4   0.2    54   225   177   350   166   361 0.86 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 4744at5820           -            548    3e-292  968.5  19.6   4   4  3.9e-221  6.5e-219  726.5   2.6   223   548   391   716   384   716 0.99 DNA helicase 60, putative [Plasmodium vivax]
SCO74455.1           -            528 4744at5820           -            548  1.8e-127  424.6   0.1   1   1  1.3e-129  2.1e-127  424.4   0.1    52   547     4   496     1   497 0.90 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO75363.1           -            923 4744at5820           -            548   8.1e-82  273.9  10.7   1   3         2   3.3e+02   -2.1   0.4    80   107    23    50     5    72 0.67 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4744at5820           -            548   8.1e-82  273.9  10.7   2   3         3     5e+02   -2.6   1.0    59    97   104   144    67   153 0.75 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4744at5820           -            548   8.1e-82  273.9  10.7   3   3   4.9e-84   8.1e-82  273.9  10.7   152   540   337   752   324   759 0.85 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO73265.1           -           1435 4744at5820           -            548   3.7e-80  268.5   5.2   1   2   2.2e-82   3.7e-80  268.5   5.2    79   545   591  1055   558  1058 0.84 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 4744at5820           -            548   3.7e-80  268.5   5.2   2   2       5.8   9.6e+02   -3.6   7.4    78   152  1239  1316  1201  1325 0.60 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73166.1           -           1009 4744at5820           -            548   6.8e-79  264.3   0.0   1   2   7.1e-46   1.2e-43  148.0   0.0    97   335   528   762   514   769 0.88 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73166.1           -           1009 4744at5820           -            548   6.8e-79  264.3   0.0   2   2   1.7e-35   2.8e-33  113.7   0.0   343   542   794   984   777   990 0.90 ATP-dependent RNA helicase DDX23, putative [Plasmodium vivax]
SCO73062.1           -            667 4744at5820           -            548   2.2e-78  262.6   0.2   1   1   1.3e-80   2.2e-78  262.6   0.2   141   539   205   598   184   606 0.88 RNA helicase 1, putative [Plasmodium vivax]
SCO73308.1           -            720 4744at5820           -            548   6.5e-66  221.4   0.3   1   1   1.4e-67   2.3e-65  219.6   0.3   151   512   123   505   116   513 0.88 ATP-dependent helicase, putative [Plasmodium vivax]
SCO71006.1           -            533 4744at5820           -            548   1.3e-65  220.4   4.6   1   2       1.4   2.4e+02   -1.6   0.2    23    74    10    61     4    80 0.73 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71006.1           -            533 4744at5820           -            548   1.3e-65  220.4   4.6   2   2   8.1e-68   1.3e-65  220.4   4.6   151   523   124   480    97   496 0.87 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO74223.1           -            398 4744at5820           -            548   1.2e-60  204.0   2.4   1   1     2e-62   3.3e-60  202.6   2.4   147   515    17   371     4   380 0.90 eukaryotic initiation factor 4a, putative [Plasmodium vivax]
SCO75754.1           -            731 4744at5820           -            548   1.7e-60  203.5   9.2   1   1     1e-62   1.7e-60  203.5   9.2   155   533   106   501    94   514 0.85 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 4744at5820           -            548   5.9e-59  198.5  12.6   1   1   9.5e-61   1.6e-58  197.1  12.4    99   541   569  1011   492  1014 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71470.1           -            388 4744at5820           -            548     1e-56  191.1   2.6   1   1   1.1e-58   1.9e-56  190.2   2.6   149   513    11   361     4   372 0.90 eukaryotic initiation factor 4A-III, putative [Plasmodium vivax]
SCO73552.1           -            599 4744at5820           -            548     3e-54  182.9   7.8   1   1   1.8e-56     3e-54  182.9   7.8   153   511   146   495   136   536 0.86 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO72330.1           -            761 4744at5820           -            548   2.5e-51  173.3  20.8   1   2     1e-14   1.7e-12   45.1   2.9    49   228   149   330    45   336 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 4744at5820           -            548   2.5e-51  173.3  20.8   2   2   1.4e-41   2.3e-39  133.8  10.1   229   544   373   682   366   686 0.89 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72338.1           -            382 4744at5820           -            548     6e-49  165.4   0.5   1   1   4.9e-51   8.1e-49  165.0   0.5   236   513    80   353    78   363 0.94 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO71091.1           -            473 4744at5820           -            548   1.9e-48  163.8   5.5   1   1   5.1e-50   8.5e-48  161.6   5.5   131   511    31   439    11   446 0.82 ATP-dependent RNA helicase UAP56, putative [Plasmodium vivax]
SCO74062.1           -            489 4744at5820           -            548   4.4e-46  156.0   0.1   1   1   1.2e-47   1.9e-45  153.8   0.1   170   510    76   421    58   428 0.86 ATP-dependent RNA helicase DBP8, putative [Plasmodium vivax]
SCO71586.1           -            606 4744at5820           -            548   1.3e-43  147.8   0.1   1   1   2.1e-45   3.5e-43  146.4   0.1   164   543   142   541   137   544 0.80 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO75149.1           -            626 4744at5820           -            548     7e-40  135.5  11.2   1   1   6.5e-42   1.1e-39  134.9  11.2   171   511   166   508   153   535 0.83 DEAD box helicase, putative [Plasmodium vivax]
SCO70895.1           -            850 4744at5820           -            548   7.6e-40  135.4   0.9   1   3   7.6e-28   1.3e-25   88.4   0.2   160   337   143   319   132   322 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 4744at5820           -            548   7.6e-40  135.4   0.9   2   3       3.5   5.8e+02   -2.9   0.0   337   357   367   387   365   394 0.86 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 4744at5820           -            548   7.6e-40  135.4   0.9   3   3   1.5e-14   2.5e-12   44.6   0.0   449   510   628   688   599   704 0.83 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO71230.1           -           1187 4744at5820           -            548   7.5e-38  128.8   6.8   1   2   4.6e-40   7.5e-38  128.8   6.8   155   501   168   508   137   543 0.83 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 4744at5820           -            548   7.5e-38  128.8   6.8   2   2      0.25        42    0.9   4.3    44    85  1020  1061  1010  1168 0.87 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO74881.1           -            877 4744at5820           -            548   8.8e-38  128.6  26.3   1   2   5.3e-40   8.8e-38  128.6  26.3    87   512    76   491     3   504 0.74 ATP-dependent RNA helicase DBP4, putative [Plasmodium vivax]
