#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   1   7      0.03        63    0.5   0.4     1    38    21    57    21    68 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   2   7   1.4e-66     3e-63  213.0   7.6     5   140    93   228    88   232 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   3   7   2.5e-06    0.0052   14.0   0.4   136   163   276   303   273   335 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   4   7   6.7e-49   1.4e-45  154.6   1.3   176   308   660   800   635   838 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   5   7   1.6e-89   3.3e-86  288.8   2.3   308   498   858  1060   848  1071 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   6   7      0.13   2.8e+02   -1.7   1.8   455   502  1077  1124  1063  1132 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 3262at5820           -            627  4.5e-269  892.9  62.8   7   7   4.1e-79   8.6e-76  254.4   7.0   501   626  1216  1341  1195  1342 0.97 RNA-binding protein, putative [Plasmodium vivax]
SCO75496.1           -            110 3262at5820           -            627    0.0045   14.2   0.1   1   1   2.4e-06     0.005   14.0   0.1    67   138    16    91     5   107 0.73 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO72795.1           -            156 3262at5820           -            627     0.076   10.1   6.0   1   1   5.6e-05      0.12    9.5   6.0   345   441     3   107     1   156 0.69 RNA-binding protein s1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3262at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3262at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3262at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:06 2026
# [ok]
