# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	PVX_114510.1-p1	12424.4	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Complete	PVX_080660.1-p1	6603.6	4477	https://v10-1.orthodb.org/?query=4at5820	Pseudouridine synthase, catalytic domain superfamily
17at5820	Complete	PVX_117175.1-p1	9060.0	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	PVX_083085.1-p1	7633.2	4573	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	PVX_118290.1-p1	6677.6	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	PVX_089055.1-p1	7730.9	4485	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	PVX_081792.1-p1	8514.3	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	PVX_098710.1-p1	10224.4	4869	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	PVX_122030.1-p1	6188.7	4708	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	PVX_118648.1-p1	6023.0	4050	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	PVX_084810.1-p1	6821.3	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	PVX_111560.1-p1	8501.2	4262	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	PVX_086015.1-p1	7752.3	4305	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	PVX_000530.1-p1	7357.5	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Complete	PVX_091760.1-p1	8347.5	4216	https://v10-1.orthodb.org/?query=45at5820	Dynein heavy chain
48at5820	Complete	PVX_083220.1-p1	7689.0	4150	https://v10-1.orthodb.org/?query=48at5820	Vacuolar protein sorting-associated protein 13, N-terminal domain
54at5820	Complete	PVX_114585.1-p1	4185.0	3074	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Complete	PVX_091300.1-p1	6192.2	3897	https://v10-1.orthodb.org/?query=56at5820	PowCR01_090014600
59at5820	Complete	PVX_123300.1-p1	4923.6	3312	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	PVX_084160.1-p1	7625.4	4298	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Complete	PVX_111435.1-p1	4496.8	3381	https://v10-1.orthodb.org/?query=70at5820	Dynein heavy chain
71at5820	Complete	PVX_100940.1-p1	6564.5	4310	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Complete	PVX_001950.1-p1	4809.3	3230	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
74at5820	Complete	PVX_081707.1-p1	4012.1	2829	https://v10-1.orthodb.org/?query=74at5820	Anaphase-promoting complex subunit 1
83at5820	Complete	PVX_089990.1-p1	3784.0	2849	https://v10-1.orthodb.org/?query=83at5820	Immunoglobulin-like fold
86at5820	Complete	PVX_089960.1-p1	2987.9	2791	https://v10-1.orthodb.org/?query=86at5820	PowCR01_050023700
90at5820	Complete	PVX_113610.1-p1	5183.3	3261	https://v10-1.orthodb.org/?query=90at5820	PowCR01_110041800
92at5820	Complete	PVX_084440.1-p1	4332.5	2846	https://v10-1.orthodb.org/?query=92at5820	Armadillo-type fold
99at5820	Complete	PVX_095305.1-p1	4960.5	3542	https://v10-1.orthodb.org/?query=99at5820	DNA helicase Ino80
100at5820	Complete	PVX_092535.1-p1	5130.2	2593	https://v10-1.orthodb.org/?query=100at5820	P-type ATPase, C-terminal
