#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   1  11    2e-113  1.3e-109  366.0  29.4     1   205     1   205     1   209 0.99 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   2  11   1.6e-33     1e-29  101.1   1.5   202   270   243   311   239   349 0.84 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   3  11     2e-88   1.3e-84  283.1  24.5   268   447   425   621   416   625 0.90 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   4  11   3.8e-28   2.5e-24   83.2   1.4   443   498   748   803   741   813 0.90 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   5  11   2.4e-54   1.5e-50  170.1   1.0   502   600   873   971   865   981 0.95 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   6  11   2.8e-59   1.8e-55  186.4   9.7   607   724  1107  1227  1097  1241 0.91 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   7  11    2e-121  1.3e-117  392.5  28.2   713   922  1388  1599  1368  1605 0.94 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   8  11   1.2e-19   7.7e-16   55.1   8.7   917   970  1706  1759  1702  1774 0.89 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3   9  11  3.6e-197  2.4e-193  643.7  59.8   970  1313  1814  2187  1811  2194 0.92 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3  10  11    2e-111  1.3e-107  359.4  22.3  1333  1540  2305  2525  2300  2533 0.94 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1254400.1-p1   -           3055 249at5820            -           1994         0 3410.9 327.3  11  11    2e-252  1.3e-248  827.0  63.1  1536  1994  2562  3049  2559  3049 0.95 | transcript=PVP01_1254400.1 | gene=PVP01_1254400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2218542-2228680(-) | protein_length=3055 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
