#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   1   6   1.4e-27   1.6e-24   85.0   7.9     1    76    33   123    33   126 0.90 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   2   6   1.3e-40   1.4e-37  128.1   3.1    72   159   190   277   184   281 0.95 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   3   6   6.1e-46   6.7e-43  145.8   1.9   157   266   329   457   325   491 0.89 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   4   6  3.2e-164  3.5e-161  536.8  16.7   263   566   508   848   506   857 0.91 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   5   6   6.1e-28   6.7e-25   86.3   0.9   567   630   909   978   901   985 0.91 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   6   6     7e-57   7.6e-54  181.9   1.9   633   724  1158  1250  1149  1250 0.94 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0805200.1-p1   -           1554 3047at5820           -            724   4.1e-35  120.0   0.0   1   2     2e-05     0.021   11.9   0.1   380   451   843   915   832   942 0.82 | transcript=PVP01_0805200.1 | gene=PVP01_0805200 | organism=Plasmodium_vivax_P01 | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=PvP01_08_v2:236900-241564(-) | protein_length=1554 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0805200.1-p1   -           1554 3047at5820           -            724   4.1e-35  120.0   0.0   2   2   8.7e-34   9.5e-31  105.6   0.0   456   700   986  1240   968  1251 0.83 | transcript=PVP01_0805200.1 | gene=PVP01_0805200 | organism=Plasmodium_vivax_P01 | gene_product=regulator of nonsense transcripts 1, putative | transcript_product=regulator of nonsense transcripts 1, putative | location=PvP01_08_v2:236900-241564(-) | protein_length=1554 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0103700.1-p1   -           2328 3047at5820           -            724   7.5e-33  112.5   0.1   1   5       3.4   3.7e+03   -5.5   4.9   289   330    50    89    16   130 0.48 | transcript=PVP01_0103700.1 | gene=PVP01_0103700 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=PvP01_01_v2:168176-175162(+) | protein_length=2328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0103700.1-p1   -           2328 3047at5820           -            724   7.5e-33  112.5   0.1   2   5       2.1   2.3e+03   -4.8   5.5     7    79   970  1044   904  1068 0.70 | transcript=PVP01_0103700.1 | gene=PVP01_0103700 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=PvP01_01_v2:168176-175162(+) | protein_length=2328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0103700.1-p1   -           2328 3047at5820           -            724   7.5e-33  112.5   0.1   3   5      0.71   7.7e+02   -3.2   0.6   306   339  1339  1372  1333  1394 0.82 | transcript=PVP01_0103700.1 | gene=PVP01_0103700 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=PvP01_01_v2:168176-175162(+) | protein_length=2328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
