#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   1  18   0.00037       2.4    3.7   0.3    12    43   141   182   131   191 0.73 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   2  18   8.1e-12   5.3e-08   29.1   1.3    59   113   318   387   299   393 0.74 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   3  18   5.7e-35   3.7e-31  105.8   1.1   113   200   464   555   442   567 0.88 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   4  18   3.8e-28   2.5e-24   83.2   6.3   161   257   558   660   554   668 0.82 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   5  18  5.4e-108  3.5e-104  348.0  14.0   254   451   693   893   692   904 0.96 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   6  18   1.7e-53   1.1e-49  167.3   6.5   446   545  1021  1125  1018  1127 0.94 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   7  18   4.2e-49   2.7e-45  152.7   3.0   545   634  1222  1311  1219  1320 0.96 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   8  18   2.9e-32   1.9e-28   96.9   0.3   640   722  1452  1544  1444  1547 0.87 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   9  18   1.4e-36     9e-33  111.2   0.3   726   798  1656  1728  1642  1733 0.96 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  10  18   3.3e-23   2.1e-19   66.8   0.2   804   848  1819  1863  1813  1868 0.92 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  11  18     1e-89   6.8e-86  287.4   9.7   849  1020  2025  2222  2020  2234 0.87 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
