#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   1  14  1.6e-121    1e-117  393.0  24.7     2   270    13   292    12   300 0.96 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   2  14   4.5e-52   2.9e-48  162.7  10.7   266   382   357   478   348   487 0.90 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   3  14   5.2e-61   3.4e-57  192.3  11.0   388   528   535   682   531   693 0.94 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   4  14  1.1e-124  6.9e-121  403.5  30.2   520   734   831  1046   820  1052 0.97 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   5  14   4.6e-70     3e-66  222.3  29.3   738   897  1092  1276  1086  1279 0.85 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   6  14   9.8e-15   6.4e-11   38.8   0.0   895   943  1384  1433  1381  1436 0.93 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   7  14   2.2e-60   1.4e-56  190.2  21.1   941  1091  1459  1632  1451  1649 0.86 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   8  14   3.1e-39     2e-35  120.1   0.1  1093  1185  1767  1862  1755  1868 0.93 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   9  14   7.6e-98     5e-94  314.4  12.9  1187  1422  1915  2197  1911  2208 0.90 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7  10  14   3.6e-77   2.4e-73  245.9   6.6  1418  1583  2279  2476  2277  2489 0.87 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7  11  14   4.6e-74     3e-70  235.6  18.4  1584  1735  2528  2693  2525  2705 0.92 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
