#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   1  25   9.7e-64   6.3e-60  201.1   3.7     1   161     5   182     5   188 0.89 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   2  25   3.1e-15     2e-11   40.1   0.0   161   221   252   326   250   336 0.89 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   3  25    0.0019        13    1.0   0.0   220   250   358   388   352   390 0.91 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   4  25   3.3e-06     0.021   10.2   0.0   249   277   432   460   427   478 0.90 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   5  25   1.9e-11   1.2e-07   27.6   0.0   349   384   646   681   565   684 0.79 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   6  25     3e-26     2e-22   76.7   0.1   385   522   709   911   704   928 0.74 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   7  25     2e-30   1.3e-26   90.5   0.0   537   684  1013  1189  1011  1200 0.81 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   8  25   2.3e-23   1.5e-19   67.1   0.0   670   752  1219  1302  1213  1309 0.85 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   9  25   1.2e-53   7.6e-50  167.6   3.0   716   873  1316  1510  1309  1515 0.84 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  10  25   8.8e-83   5.7e-79  264.2   5.0   871  1052  1548  1736  1543  1740 0.94 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  11  25   7.2e-24   4.7e-20   68.8   0.0  1049  1121  1768  1846  1765  1856 0.86 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  12  25   3.5e-50   2.3e-46  156.1   1.9  1118  1247  1871  2010  1865  2028 0.90 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  13  25   1.5e-87     1e-83  280.0  12.6  1252  1450  2108  2314  2102  2324 0.94 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  14  25   1.4e-48   9.4e-45  150.7   0.3  1458  1584  2409  2545  2399  2560 0.90 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  15  25   4.5e-30   2.9e-26   89.4   0.0  1597  1697  2630  2747  2625  2748 0.87 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  16  25   4.6e-56     3e-52  175.6   0.0  1692  1869  2796  3028  2791  3032 0.76 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  17  25   2.2e-38   1.4e-34  116.9   2.4  1869  1977  3057  3183  3053  3189 0.83 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  18  25     3e-52     2e-48  162.9   4.3  1970  2125  3202  3390  3193  3393 0.82 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
