#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   1  19   4.7e-66   3.1e-62  208.9  11.4     2   173     6   199     5   205 0.90 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   2  19  6.2e-115  4.1e-111  371.0  31.0   172   506   271   696   260   702 0.79 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   3  19   7.6e-78   4.9e-74  248.0  11.8   520   689   814   999   802  1019 0.92 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   4  19   1.3e-90   8.5e-87  290.4  14.2   686   886  1036  1251  1032  1254 0.93 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   5  19   2.9e-36   1.9e-32  110.1   0.1   884   974  1306  1406  1294  1412 0.89 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   6  19   0.00094       6.1    2.2   0.3   971  1000  1455  1484  1447  1512 0.74 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   7  19   4.6e-19     3e-15   53.0   2.9  1022  1094  1571  1645  1565  1654 0.91 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   8  19   1.8e-24   1.2e-20   70.9   4.2  1080  1186  1664  1790  1659  1795 0.84 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6   9  19   8.4e-09   5.5e-05   18.9   0.0  1188  1254  1819  1910  1815  1917 0.65 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  10  19   4.7e-77     3e-73  245.4   5.8  1254  1447  1935  2151  1923  2155 0.93 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  11  19   3.2e-41   2.1e-37  126.5   0.6  1447  1562  2226  2352  2221  2358 0.91 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  12  19   1.2e-66   7.8e-63  210.9   5.5  1563  1689  2388  2526  2384  2542 0.88 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  13  19   9.8e-68   6.4e-64  214.5  11.7  1703  1821  2610  2729  2581  2742 0.89 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  14  19   3.4e-57   2.2e-53  179.5  13.8  1810  1936  2753  2878  2734  2892 0.83 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  15  19   6.7e-67   4.4e-63  211.7   9.4  1929  2041  2946  3058  2929  3061 0.93 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  16  19   1.4e-54   9.4e-51  170.8   8.3  2039  2145  3095  3207  3089  3219 0.92 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  17  19   4.8e-44   3.1e-40  135.9   3.5  2138  2252  3296  3433  3290  3436 0.77 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104100.1-p1   -           4034 212at5820            -           2667         0 3414.1 292.6  18  19   6.4e-33   4.2e-29   99.0   0.4  2253  2321  3489  3557  3485  3564 0.93 | transcript=PVP01_0104100.1 | gene=PVP01_0104100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:188302-200406(-) | protein_length=4034 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
