#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   1  17   7.2e-05      0.47    6.3   0.3     1    16     1    16     1    20 0.93 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   2  17   3.3e-94   2.1e-90  302.5  22.5    15   191    80   267    77   277 0.94 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   3  17   2.7e-06     0.017   11.1   0.1   187   215   294   322   281   372 0.76 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   4  17   4.9e-36   3.2e-32  109.6   0.4   227   307   455   543   444   549 0.90 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   5  17   5.3e-56   3.5e-52  175.8   9.2   298   412   600   723   591   734 0.87 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   6  17  3.6e-108  2.4e-104  348.8  31.1   407   612   780   997   774  1001 0.94 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   7  17   1.6e-31     1e-27   94.7   9.2   611   673  1109  1171  1089  1181 0.86 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   8  17   9.7e-29   6.3e-25   85.5   7.1   672   735  1312  1375  1302  1377 0.93 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   9  17   3.6e-64   2.4e-60  202.9  15.8   735   873  1408  1564  1399  1576 0.87 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  10  17   2.7e-12   1.8e-08   30.9   0.1   871   917  1633  1684  1629  1713 0.75 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  11  17   2.7e-42   1.8e-38  130.4   0.4   932  1053  1751  1884  1725  1888 0.84 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  12  17   5.6e-56   3.7e-52  175.7  12.8  1051  1181  1933  2071  1930  2078 0.95 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  13  17   2.1e-07    0.0014   14.7   0.0  1173  1217  2120  2172  2118  2179 0.82 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  14  17     6e-91   3.9e-87  291.7  20.8  1218  1376  2229  2390  2226  2397 0.97 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
