#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   1   9   3.8e-08   0.00025   17.4   3.6    23    68   263   312   251   333 0.62 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   2   9   3.2e-93   2.1e-89  299.2  16.3    55   266   450   664   434   674 0.91 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   3   9   8.9e-17   5.8e-13   46.0   0.0   264   315   722   773   717   788 0.91 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   4   9  7.4e-100   4.9e-96  321.2  15.8   319   498   868  1049   855  1052 0.94 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   5   9     3e-44     2e-40  137.0   2.4   493   585  1083  1180  1073  1185 0.95 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   6   9   1.2e-61   7.6e-58  194.7   4.8   592   704  1275  1387  1264  1397 0.95 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   7   9   4.6e-14     3e-10   37.0   0.0   703   758  1436  1501  1416  1516 0.79 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   8   9   9.1e-43   5.9e-39  132.1   6.6   770   875  1683  1799  1670  1802 0.86 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1102800.1-p1   -           2163 527at5820            -           1142         0 1510.7 121.1   9   9  1.9e-111  1.3e-107  359.5  22.8   875  1142  1841  2163  1832  2163 0.84 | transcript=PVP01_1102800.1 | gene=PVP01_1102800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:119854-126345(-) | protein_length=2163 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/527at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/527at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/527at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:02 2026
# [ok]
