#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   1  18  8.6e-131  5.6e-127  423.3  23.7     1   263     1   268     1   274 0.96 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   2  18   3.9e-61   2.6e-57  192.2   0.1   263   373   418   528   384   537 0.93 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   3  18   1.9e-06     0.013   10.8   0.4   371   409   721   759   712   784 0.81 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   4  18  4.4e-231  2.9e-227  756.0  74.7   410   866   936  1434   931  1456 0.92 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   5  18    0.0075        49   -1.1   0.0   870   923  1607  1664  1601  1668 0.79 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   6  18     4e-10   2.6e-06   23.0   0.2   916   948  1691  1726  1689  1733 0.91 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   7  18   7.8e-12   5.1e-08   28.7   0.1   969  1028  1834  1907  1774  1922 0.74 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   8  18  3.8e-100   2.5e-96  321.7  31.9  1036  1397  1969  2429  1964  2437 0.80 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   9  18     1e-24   6.6e-21   71.5   2.8  1399  1490  2465  2572  2429  2585 0.82 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  10  18   3.8e-09   2.5e-05   19.8   0.0  1496  1540  2643  2692  2636  2696 0.86 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  11  18   5.3e-13   3.5e-09   32.6   0.0  1538  1579  2734  2775  2728  2786 0.91 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
