#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   1  30   2.2e-21   1.5e-17   60.2   0.0     1    60    13    84    13    99 0.87 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   2  30   8.4e-18   5.5e-14   48.4   0.0    61   107   132   178   130   186 0.87 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   3  30   1.1e-28   7.2e-25   84.5   0.0   102   172   208   278   201   292 0.91 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   4  30   2.3e-66   1.5e-62  209.5   1.8   174   299   380   508   369   517 0.93 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   5  30   3.5e-45   2.3e-41  139.2   0.1   301   383   537   619   525   625 0.95 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   6  30   8.4e-39   5.5e-35  118.1   0.0   387   484   699   819   694   824 0.80 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   7  30  3.4e-105  2.2e-101  338.3   0.1   483   719   917  1193   914  1197 0.90 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   8  30   1.8e-21   1.2e-17   60.5   0.1   735   799  1265  1329  1238  1331 0.87 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   9  30   3.5e-25   2.3e-21   72.9   0.2   795   886  1370  1490  1367  1495 0.78 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  10  30   3.3e-33   2.1e-29   99.5   0.1   901   991  1557  1668  1554  1673 0.81 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  11  30   1.2e-40   7.6e-37  124.2   0.0   990  1104  1698  1832  1689  1838 0.78 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  12  30   1.5e-40   9.8e-37  123.9   0.0  1106  1214  1873  1992  1865  1995 0.88 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  13  30   9.1e-97   5.9e-93  310.4  15.2  1215  1389  2032  2210  2030  2216 0.95 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  14  30     4e-13   2.6e-09   32.9   0.0  1393  1453  2295  2373  2289  2379 0.82 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
